volume,plate,ia_id,leaf,caption_ocr,caption_latin,agrees,orientation,caption_top,fold_out,note
III,96,birdsAustraliav3Goul,392,,Donacola flaviprymna,yes,portrait,0.932,,Vision OCR: DONACOLA FLAVIPRYMNA: Goald.
III,97,birdsAustraliav3Goul,396,,Emblema picta,yes,portrait,0.900,,Vision OCR: EMBLEMA PIUTA: Gould
IV,1,birdsAustraliav4Goul,12,VCO. 2 e nN < 4 WY F SS,Pitta strepitans,yes,portrait,0.916,,Vision OCR: PITTA STREPITANS:Temm:
IV,2,birdsAustraliav4Goul,16,g i) Dana from Hictere & ow Stone ty ThE. Contd PITTA VYVIGORSII; (Geld Lronted ty 6 Zalimnandee,Pitta Vigorsii,yes,portrait,0.842,,Vision OCR: PITTA VIGORSII; (Gould).
IV,3,birdsAustraliav4Goul,20,,Pitta Iris,yes,portrait,0.951,,Vision OCR: PTTTA TRIS:Gel4
IV,4,birdsAustraliav4Goul,24,CINCLOSOMA PUNCTATUM: ky. & Ang S&L Could del. C Hudlmandel Lnp:,Cinclosoma punctatum,yes,portrait,0.900,,Vision OCR: CINCLOSOMA PUNCTATUM: Vig: & Horsf:
IV,5,birdsAustraliav4Goul,28,CINCLOSOMA CASTANOTUS: Gould SEL Contd ded. i dullandel Lip.,Cinclosoma castanotus,yes,portrait,0.920,,Vision OCR: CINCLOSOMA CASTANOTUS: Gould
IV,6,birdsAustraliav4Goul,32,J. Could and F.C. Rider acl et lith. ‘ CINCLOSOMA CINNAMOMEUS o ° Gould. Halland & Watton Law. |,Cinclosoma cinnamomeus,yes,portrait,0.895,,Vision OCR: CIYCLOSOMA CINNAMOMEUS: Goue.
IV,7,birdsAustraliav4Goul,36,‘ f Gould- and HURichter del & lith. OREOC! NULAT vA a Fidlnandd & Walton Lap. q,Oreocincla lunulata,yes,portrait,0.914,,Vision OCR: DREOCINCLA LUNULLATA.
IV,8,birdsAustraliav4Goul,41,SEL Could deb vb bith.,Chlamydera maculata,yes,portrait,0.972,yes,"read from image; fold-out spread; caption split across the fold: CHLAMY[DERA] MACULATA: Gould; upright double-page spread (wider than tall), caption along the bottom; caption_top measured by eye against a ruler on the image"
IV,9,birdsAustraliav4Goul,46,a eee ——— a ee ee APE aS WATE Loe Lyra C elt CHLAMYDERA NUCHALIS. T&E Contd del cb lith,Chlamydera nuchalis,yes,portrait,0.892,,Vision OCR: CHLAMYDERA NUCHALIS.
IV,10,birdsAustraliav4Goul,51,"PHA PRBS RG estate Me seheanpragrene Sabet ten oe ie ARR og UOMO S Ih Rate wicrs Kahl primonort e SEL vid de ob loth,",Ptilonorhynchus holosericeus,yes,portrait,0.975,yes,"read from image; fold-out spread; caption split across the fold: PTILONORH[YNCHUS] HOLOSERICEUS: Kuhl; upright double-page spread (wider than tall), caption along the bottom; caption_top measured by eye against a ruler on the image"
IV,11,birdsAustraliav4Goul,56,"Valier Liye.” v7, + Hulbuandel & 4a a vf. We yy aos ld and HC Richter de &lith. rOtM AG",Ptilonorhynchus Smithii,yes,portrait,0.956,,Vision OCR: PPTLONORHYNCHUS SMITHH: lü&Hors/
IV,12,birdsAustraliav4Goul,60,SERICULUS CHRYSOCEPHALUS. Lk Wotton fp. Gold wid EO Hiditer dal vv Wt ie alton tng,Sericulus chrysocephalus,yes,portrait,0.927,,Vision OCR: SERICULUS CHRYSOCEPHALUS.
IV,13,birdsAustraliav4Goul,64,& i Walter Tryp. Aidllmande (th ah ve aS ? be,Oriolus viridis,yes,portrait,0.941,,Vision OCR: ORIOLUS VIRIDIS.
IV,14,birdsAustraliav4Goul,68,"Hullinandd & Walton In, Neild and MOR cht ded vt (ith.",Oriolus flavo-cinctus,yes,portrait,0.932,,Vision OCR: ORIDLUS FIAVOCINCTES.
IV,15,birdsAustraliav4Goul,72,ekd and Ut Richter dea at tith 7 ce » Swaine oa 1S Ballnandd & Walton lays,Sphecotheres Australis,yes,portrait,0.895,,Vision OCR: SPHECOTHERES AUSTRALIS: Swan:
IV,16,birdsAustraliav4Goul,76,SJ Gould and HC Richter Ad & bith. CORCORAX tl Ww LA UCOPTERUS o Hullmandd & Walton lnp.,Corcorax leucopterus,yes,portrait,0.939,,Vision OCR: CORCORAX LEUCOPTERUS.
IV,17,birdsAustraliav4Goul,80,STRUT HUD KA Ji IRE ACs Goce. +. Gerald and Hehichler dd coli. C fiallrmandel Lap.,Struthidea cinerea,yes,portrait,0.949,,Vision OCR: STRUTHIDEA CINERKA: Could.
IV,18,birdsAustraliav4Goul,84,"Walton tp. Hilimandel ¢ 5 5 Hor li, a Vigse",Corvus Coronoides,yes,portrait,0.922,,Vision OCR: CORVUS CORONOIDES : Vig:et Horsf:
IV,19,birdsAustraliav4Goul,88,"GL. ° ° MORPHA GCOULDII } NE VON, Lp. ane Ln C Hull",Neomorpha Gouldii,yes,portrait,0.952,,Vision OCR: NEOMORPHA GOULDII: GR. Gray
IV,20,birdsAustraliav4Goul,92,sf: I } g & Ho 7 VA SS VY s vavannbel de L. Til H tow Aol el With Licht 7 MEE.,Pomatorhinus temporalis,yes,portrait,0.936,,Vision OCR: POMATORHINUS TEMPORALIS:Fg&Hosf
IV,21,birdsAustraliav4Goul,96,i trond vivid FEC Vip et eo} CCHAER ACL 4 Si C. HallinaidA fags,Pomatorhinus rubeculus,yes,portrait,0.930,,read from image; caption_top measured by eye against a ruler on the image
IV,22,birdsAustraliav4Goul,100,C Helonan,Pomatorhinus superciliosus,yes,portrait,0.929,,Vision OCR: POMATORHINUS SUPERCILOSUS:lg&Hosf:
IV,23,birdsAustraliav4Goul,104,"MELIPHAGA NOV4-HOLLANDI SJ boudd and tC Rachiten del, & Cth, C. Fiullmanda Lg. .",Meliphaga Novae-Hollandiae,yes,portrait,0.908,,read from image; caption_top measured by eye against a ruler on the image
IV,24,birdsAustraliav4Goul,108,"IPHAGA LONGIROSTRIS: Gould J Could and HC Kadir del a lith, Hullnandd & Wattow lap.",Meliphaga longirostris,yes,portrait,0.932,,Vision OCR: MELIPHAGA LONGIROSTRIS: Could
IV,25,birdsAustraliav4Goul,112,SERIC BA: Could: re | J Could and Ht fickier deb €,Meliphaga sericea,yes,portrait,0.941,,Vision OCR: MELIPHAGA SERICEA: Gould
IV,26,birdsAustraliav4Goul,116,"PHAGA NYS"" Could & H-Chichter del ct tith. £ PACALIAS: Goal.",Meliphaga mystacalis,yes,portrait,0.937,,Vision OCR: MELIPHAGA MYSTACALIS: Goald
IV,27,birdsAustraliav4Goul,120,ME LIPHAGA AUSTRALASIANA: Vig: £Zorsf: S&L Could ded. OF iaklmandel Lig:,Meliphaga Australasiana,yes,portrait,0.931,,Vision OCR: MELIPHAGA AUSTRALASIANA: Vig: &Horsf
IV,28,birdsAustraliav4Goul,124,GLYCIPHILA FULVIFRONS: Swause ak Se Sat Sect 7 J Gould and HL fachtey deb ch lithe. =F : C Linllinandel Lip.,Glyciphila fulvifrons,yes,portrait,0.890,,Vision OCR: GLYCIPHILA FULYIERONS: Swans:
IV,29,birdsAustraliav4Goul,128,j / Coild and LLC hichter del ct bith. ( \ : 6 Mithuwandey lip.,Glyciphila albifrons,yes,portrait,0.909,,Vision OCR: GLYCIPHILA ALBIFRDNS:Colả
IV,30,birdsAustraliav4Goul,132,LATA? Gould SJ Cathie anit HC. Richter beh wt lidfr C Ballmandel loyp.,Glyciphila fasciata,yes,portrait,0.905,,Vision OCR: CHYCIPHULA FASCIATA: Could
IV,31,birdsAustraliav4Goul,136,CULARIS: Geuld: Tevndd and HC Rihter dl ob bith.,Glyciphila ocularis,yes,portrait,0.859,,Vision OCR: CLYTTPELA OCULARIS: Ceuld.
IV,32,birdsAustraliav4Goul,140,"TIS Lard HOR whiY del ci tely, Hinllpnandel & Va",Ptilotis chrysotis,yes,portrait,0.916,,Vision OCR: PTILOTIS CHRYSOTIS.
IV,33,birdsAustraliav4Goul,144,pase sessment AOAC —peSRDT mets atest TT SE Gould. ° ° Holland £ Walton Lig LOTIS SO is i! PTI J. Gould and HC Richt vy del &lith.,Ptilotis sonorus,yes,portrait,0.965,,Vision OCR: PTILOTIS SONORUS:Gauld.
IV,34,birdsAustraliav4Goul,148,‘OTIS VERSICOMOR: Could. i Fialenandel £ alton Lrg. Téculd and HCRiditer ddl et lth.,Ptilotis versicolor,yes,portrait,0.958,,Vision OCR: PTILDTIS VERSICOLDR:Gould.
IV,35,birdsAustraliav4Goul,152,PTLLOTES ALFIE tt TAU OTP LIA BIEL IE Bellnnvandel So Walton Lengz.,Ptilotis flavigula,yes,portrait,0.927,,Vision OCR: PTILOTIS FLAVIETLA:Gald
IV,36,birdsAustraliav4Goul,156,PTILOTIS LEUCOTIS. A Gould and HC Richver det ektith. f ‘Hallmandd & Wattow Eup.,Ptilotis leucotis,yes,portrait,0.923,,Vision OCR: PTILOTIS LEUCOTIS.
IV,37,birdsAustraliav4Goul,160,"Got amd LEC Richter del cb lth, AURICCG NUS: Swarts. CHillivamded Lys. aot",Ptilotis auricomis,yes,portrait,0.890,,Vision OCR: PTTHOTS AURICOMIS: Swans
IV,38,birdsAustraliav4Goul,164,"2 Froud, Towa and WO Richter A ev lith, OC Bilienandel Lop.",Ptilotis cratitius,yes,portrait,0.938,,Vision OCR: PTHOTIS CRATITTUS: Gould.
IV,39,birdsAustraliav4Goul,168,"PTILOTIS ORNATUS: Gould UE RCRA LI NT.) 1) ene CHallnaniel Lig,",Ptilotis ornatus,yes,portrait,0.932,,Vision OCR: PTILOTIS ORNATUS: Gould
IV,40,birdsAustraliav4Goul,172,"¢ . PTILOTIS PLUMULUS: Genta VLE al , | Bedreconlel Trg",Ptilotis plumulus,yes,portrait,0.886,,Vision OCR: PTILOTIS PLUMULUS: Gould
IV,41,birdsAustraliav4Goul,176,"fe) S.Geuld and HC Richter dd & ith, SCE WW AN Se Gould. Firllnaandel & Waltow Ln.",Ptilotis flavescens,yes,portrait,0.920,,Vision OCR: PTILOTIS FLAVESCENS:Could.
IV,42,birdsAustraliav4Goul,180,"i Hallmandel & Walton ep, a. OU C a fe) PLAVA = 1 t t OTIS A PTU J Gould and HC Bichter del atith.",Ptilotis flava,yes,portrait,0.914,,Vision OCR: PTILOTIS FLAVA: Gould.
IV,43,birdsAustraliav4Goul,184,"PTILOTHS IPE. AL Gould and HA, Kichter del ev bith, Aine ' Hidliwandel & Waltow Ling. it",Ptilotis penicillatus,yes,portrait,0.910,,Vision OCR: PTILOTIS PENICTLLATUS:Geuld.
IV,44,birdsAustraliav4Goul,188,"SEL. Could ded ci teh,",Ptilotis fusca,yes,portrait,0.899,,Vision OCR: PTILOTIS FUSCUS: Goald
IV,45,birdsAustraliav4Goul,192,"Jo teald and FEC Ruhit tidhingadel & Walton Lay,",Ptilotis chrysops,yes,portrait,0.907,,Vision OCR: PTILOTIS CHRYSOPS.
IV,46,birdsAustraliav4Goul,196,tould and A&C Richter del eb tith. wt,Ptilotis unicolor,yes,portrait,0.936,,Vision OCR: PTILOTIS UNICOLOR: Culd.
IV,47,birdsAustraliav4Goul,200,"PLECTORHYNCHA LANCE OLATA: Coudd S&F Condi ded vi lithe, 6 Hilimandel Lap.",Plectorhyncha lanceolata,yes,portrait,0.947,,Vision OCR: PLECTORHYNCHA LANCEOLATA: Gould
IV,48,birdsAustraliav4Goul,204,"GC Hirllnande LRP. Aten ded ob lth. ay AA and HC AK Ld,",Zanthomyza Phrygia,yes,portrait,0.910,,Vision OCR: ZANTHOMYZA PHRYCIA: Swams
IV,49,birdsAustraliav4Goul,208,Li Halle Aborald and HC Richter deh 4 bith,Melicophila picata,yes,portrait,0.915,,Vision OCR: MELICOPHHA PICATA:Gould
IV,50,birdsAustraliav4Goul,212,"Hl C fiallinandd Liye, L te bilby. LG ahh wah LLAMA",Entomophila picta,yes,portrait,0.924,,Vision OCR: ENTOMOPHILA PICTA: Gould.
IV,51,birdsAustraliav4Goul,216,"ENTOMOPEHOILA ALBOGULAIRIS: Gould. a 0. Falbnandel Trg, — ” J Gould and LC Kichter hel eb leet. ” “",Entomophila albogularis,yes,portrait,0.887,,Vision OCR: ENTOMOPHTLA ALBOGULARIS: Goud.
IV,52,birdsAustraliav4Goul,220,"3 Gould, OPHIOLA ® J. Gould and C Hallmunddl Lap. iter del et bith.",Entomophila rufogularis,yes,portrait,0.943,,Vision OCR: ENTOMOPHULA? RUFOCULARIS:Goald.
IV,53,birdsAustraliav4Goul,224,AILS 3 Gould: VAN THO GI. S Goth and Il Chichi Ad ob lth. CHellinandel lay.,Acanthogenys rufogularis,yes,portrait,0.911,,Vision OCR: ACANTHOGENYS RUFOGULARIS: Gould.
IV,54,birdsAustraliav4Goul,228,HOCHARA INAURI o (el = ANT Lip 7 (ZZ fi A nhlanand Cc JS told and He CHichter del et tiths,Anthochaera inauris,yes,portrait,0.904,,Vision OCR: ANTHOCHÆRA INAURIS.
IV,55,birdsAustraliav4Goul,232,“Richter del et lth. J. Gould HC,Anthochaera carunculata,yes,portrait,0.922,,Vision OCR: ANTHOCHÆRA CARUNCULATA.
IV,56,birdsAustraliav4Goul,236,". 7 ANTHOCHARRA MELLIVORA: ly £Honf TEE Could ae” CHudlm anced Lop,",Anthochaera mellivora,yes,portrait,0.934,,Vision OCR: ANTHOCHARA MELLIYORA: Vig&Hory
IV,57,birdsAustraliav4Goul,240,"ANTHOC HABIRA ILWEN ULATA -Gould, J. Gould and HO Ruhter dd cb lith. ‘ > Ftullnmunda & Wa",Anthochaera lunulata,yes,portrait,0.909,,Vision OCR: ANTHOCHÆRA LUNULATA: Could.
IV,58,birdsAustraliav4Goul,244,"AMOV Sf, Kis ° c) CORNICULATUS Ss YCRHU i 2 TROPIDORE ? y , Hel ff",Tropidorhynchus corniculatus,yes,portrait,0.960,,Vision OCR: TROPIDORHYNCHUS CORNICULATUS:Kg&Horsf
IV,59,birdsAustraliav4Goul,248,TROPIDOREHYNCHUS ARGENTICEPS: Gould. Th FE Gontd dele C Hudimanded Lp.,Tropidorhynchus argenticeps,yes,portrait,0.921,,Vision OCR: TROPIDORHYNCHUS ARGENTICEPS: Gud.
IV,60,birdsAustraliav4Goul,252,"TROPIDORHYNCHUS CITREOGULARIS: Gould. Tbould und HC Richter del elit, Hullmanded & Waltow ap.",Tropidorhynchus citreogularis,yes,portrait,0.899,,Vision OCR: TROPIDORHYNCHUS CITREOGULARIS: Gould.
IV,61,birdsAustraliav4Goul,256,YNCHUS TENUIROS TRIS. f Could and AC hichty del ce lith. ee ; j ( Mallmaandd lig.,Acanthorhynchus tenuirostris,yes,portrait,0.956,,"Vision OCR: ACANTHORHYNCHUS TEYUIROSTRIS,"
IV,62,birdsAustraliav4Goul,260,"Ty LAIN TEL O IR RG CHUS S$ 3 Could: I.Gonkd and HU Richter Ad ct lith, ( finlimvandel ting",Acanthorhynchus superciliosus,yes,portrait,0.942,,Vision OCR: ACANTHORHYNCHTS STPERUIIOSUS: Gald.
IV,63,birdsAustraliav4Goul,264,"INOLENTA. VMYZOMELA SANGUI A\ Ge ST Gould: and HC Ruchien del ee tithy,",Myzomela sanguineolenta,yes,portrait,0.916,,Vision OCR: MYZOMELA SANGUINOLENTA.
IV,64,birdsAustraliav4Goul,268,Tbouli and LOR ner Ad & wav. MYZOMBELA EK IRY TH ROC] Ks PELAIA : Gould:,Myzomela erythrocephala,yes,portrait,0.902,,Vision OCR: MYZOMELA ERYTHROCEPHALA: Gould
IV,65,birdsAustraliav4Goul,272,BLA PECTORALIS: Gould. _ da and FEC fachie x deh hth ; Clinllmande Limp.,Myzomela pectoralis,yes,portrait,0.935,,Vision OCR: MYZOMELA PECTORALIS: Gould:
IV,66,birdsAustraliav4Goul,276,"MYZOMELA NIGR As (Guld/) Frinted by C Aaimoandel, ¢",Myzomela nigra,yes,portrait,0.839,,Vision OCR: MYZOMELA NIGRA;/Gould)
IV,67,birdsAustraliav4Goul,280,"MIN Z OM ks WhbA OBSCURA: Gould, BRT he feng Fe 7 4, TT TS whtey Ach & tithe. Hillmande & Walton Lap. JZ Gould and KH",Myzomela obscura,yes,portrait,0.879,,Vision OCR: MYZOMEHA OBSCTRA:Gld.
IV,68,birdsAustraliav4Goul,284,Té 7. Couta dd’,Entomyza cyanotis,yes,portrait,0.938,,Vision OCR: ENTOMYZA CYANOTIS: Swains:
IV,69,birdsAustraliav4Goul,288,CHaliinandl Lip. id and A.C Lich,Entomyza albipennis,yes,portrait,0.889,,Vision OCR: ENTOMYZA ALBIPENNIS: Gald
IV,70,birdsAustraliav4Goul,292,Hhallnande & Walton Ip.,Melithreptus validirostris,yes,portrait,0.920,,Vision OCR: MELITHREPTUS VALIDIROSTRIS: Gould.
IV,71,birdsAustraliav4Goul,296,"errr ac on MELITHREPTUS GULARISs: Gould. J Gould and HE Ruhi del ct tith, Liullmendd & Walion Lap,",Melithreptus gularis,yes,portrait,0.905,,Vision OCR: MELITHREPTUS GULARIS:Gould
IV,72,birdsAustraliav4Goul,300,"—< ELM TERRE PMS) Al av NTI A Yea SS : Nv N (U LA | (U kDa J Gould ond HC Richter del et tith. Bidlnandd & Walton Lup,",Melithreptus lunulatus,yes,portrait,0.866,,Vision OCR: MELITIREPTUS LENULATUS.
IV,73,birdsAustraliav4Goul,304,MELITARERTUS CHLOROPSIS: Gould. SF Gould and Ht Richivr dd ait. HBullmandd & Waltow lp:,Melithreptus chloropsis,yes,portrait,0.928,,Vision OCR: MELITHREPTUS CHLOROPSIS:Gould.
IV,74,birdsAustraliav4Goul,308,"SEORTE PIU S AUB OGIMLAIRIS: Gavdd, SL Gould and HR Mtv del ot tithe. ; Folimand & Walter Lag",Melithreptus albogularis,yes,portrait,0.935,,Vision OCR: MELITHREPTUS ALBOGULARIS: Gould.
IV,75,birdsAustraliav4Goul,312,MIRILANOCE PIFAILUS : Gould. J Gould and HC Ticker dé & litde. Helland te Viktor Pg.,Melithreptus melanocephalus,yes,portrait,0.903,,Vision OCR: MELITHREPTUS MELANOCKPHALTS: Gould.
IV,76,birdsAustraliav4Goul,316,"AGvald and HOC Richter del ob bly, LAs Vig & fie",Myzantha garrula,yes,portrait,0.919,,Vision OCR: MYZANTHA GARRULA: Vig:& Horsf
IV,77,birdsAustraliav4Goul,320,"IVZAN THA OBSCURA? Goad / Wher hed. ut tide, : ' 0 Hidtrnandel lop, A trata and Fel",Myzantha obscura,yes,portrait,0.940,,Vision OCR: MYZANTHA OBSUURA:Guld
IV,78,birdsAustraliav4Goul,324,,Myzantha lutea,yes,portrait,0.947,,Vision OCR: MYZANTHA LUTEA: Gud
IV,79,birdsAustraliav4Goul,328,HA PLAVIGULA: Gadd 4 toukd ak HC hichtor deh a bith: Hallmandd & Vi,Myzantha flavigula,yes,portrait,0.898,,Vision OCR: MYZANTHA FLAVIGULA: Could.
IV,80,birdsAustraliav4Goul,332,MY ZAN THA YURDUDIS. JH Genkd and HC Ridin Ad & bith. Fiullavandd & Walton fay.,Myzantha viridis,no,portrait,0.923,,"read from image: plate is engraved MYZANTHA VIRIDIS (Gould's plate name for the Bell-bird); leaf is right: the facing text leaf 333 is MYZANTHA MELANOPHRYS, Australian Bell-bird, and no leaf within ±8 carries a melanophrys caption; caption_top measured by eye against a ruler on the image"
IV,81,birdsAustraliav4Goul,336,"AOSTEROPS DORSALIS: Ky. &LAorsf: | Ps ig. be Hor. a S Gouldand HUA uh dad th CHallmeande tig,",Zosterops dorsalis,yes,portrait,0.939,,Vision OCR: DORSALIS: Vig &Horsf:
IV,82,birdsAustraliav4Goul,340,ZLOSTEROPS CHLORONOTUS: Gould S Gold and Hl -Kichter del a lith. ‘ Ae C Lallnandad Lrp.,Zosterops chloronotus,yes,portrait,0.904,,Vision OCR: ZOSTEROPS CHLORONOTUS: Goald
IV,83,birdsAustraliav4Goul,344,"ZOSTEROPS LUTEUS: Gould, aes FOontd and UC Kichler del ot lithe. MEENA",Zosterops luteus,yes,portrait,0.955,,Vision OCR: ZOSTEROPS LUTEUS: Gould.
IV,84,birdsAustraliav4Goul,348,A ke Waktow hage el Us Mwhinen Bred s,Cuculus optatus,yes,portrait,0.926,,Vision OCR: CUTULIS DPTAUS: Gould
IV,85,birdsAustraliav4Goul,352,"y Se es . Ae ye i US3 Vig. & Hors}, J trould and WC Hichter ddl eb tithe. Hullmandd & Walton Imp.",Cuculus inornatus,yes,portrait,0.912,,Vision OCR: CUCULUS INORNATUS: Vig & Horsf:
IV,86,birdsAustraliav4Goul,356,"CUCULUS CINERACKUSs: hig:& Mins Tonld and tC -Richiter dd a lith, Hullonandd & Walton Bap.",Cuculus cineraceus,yes,portrait,0.870,,Vision OCR: CUCULUS CINERACEUS: Vig& Horsf
IV,87,birdsAustraliav4Goul,360,CUCULUS J Gowld and HU-Richter del et ith. k Millimandel &MWaltere lay.,Cuculus insperatus,yes,portrait,0.889,,Vision OCR: CUCULUS INSPERATUS: Cold.
IV,88,birdsAustraliav4Goul,364,» 3 Cul th J Could und Met dictter Ach et bith,Chalcites osculans,yes,portrait,0.889,,Vision OCR: CHALCYPES OSCULANS:Could:
IV,89,birdsAustraliav4Goul,368,CHRYSOCOCCYRX LUCIDUS. | ' J Could and I C#rehter Ad eb tiv. Hielimundd & Wadeony Lp.,Chrysococcyx lucidus,yes,portrait,0.891,,Vision OCR: CHRYSOCOCCYX LUCIDUS.
IV,90,birdsAustraliav4Goul,372,S SY aS; & N OS aS} it HC,Scythrops Novae-Hollandiae,yes,portrait,0.967,,read from image; caption_top measured by eye against a ruler on the image
IV,91,birdsAustraliav4Goul,376,Ih and HC Richter Al ot Wiehe. rou LA af,Eudynamys Flindersii,yes,portrait,0.932,,Vision OCR: EUDYNAMYS FLNDERSU
IV,92,birdsAustraliav4Goul,380,Wiss 7 LAN a i PHAS » iPUS \ Y AC iD Pr IW i by AA \ Cit Titman & Wation trp. J. bouid and AA Kichiy del e uth.,Centropus Phasianus,yes,portrait,0.961,,Vision OCR: CENTROPUS PHASIANUS.
IV,93,birdsAustraliav4Goul,384,"CLIMACTERIS SCANDENS: 2mm | ie as J&L Coubd, adh vt ith, 0 Citulimandel Lap",Climacteris scandens,yes,portrait,0.913,,Vision OCR: CLIMACTERIS SCANDENS: Temm
IV,94,birdsAustraliav4Goul,388,"CLIMACTERIS RUPA: Gould, SEL, Gould deb cb hit C Hadimeandd Lin :",Climacteris rufa,yes,portrait,0.889,,Vision OCR: CLIMACTERIS RUFA: Goula®
IV,95,birdsAustraliav4Goul,392,"2 CLIMACTERIS ERYTHROPS: GxdZ L£ Could del et hth € Hallmanded Lip,",Climacteris erythrops,yes,portrait,0.887,,Vision OCR: CLIMACTERIS ERYTHROPS: Gould
IV,96,birdsAustraliav4Goul,396,MAC TIRE IRIS 4 ith MHillinandel & Watlow tiny. Ubi wad MHA buch tor hel,Climacteris melanotus,yes,portrait,0.911,,Vision OCR: CHIMAUTERIS MELANOTUS: Could.
IV,97,birdsAustraliav4Goul,400,ld. Ol EG a\\ C. Hallnandel in YW S Ny NS 8 S S Ss Ye ~ S S _ S S NS 8,Climacteris melanura,yes,portrait,0.947,,Vision OCR: CLIMACTERIS MELANURA:Culd
IV,98,birdsAustraliav4Goul,404,IS PICUMNUS: Zewm- IMACTER CL VE OLD:,Climacteris picumnus,yes,portrait,0.895,,Vision OCR: CLIMACTERIS PICUMNUS: Temm
IV,99,birdsAustraliav4Goul,408,CHEULL- Ti > ICATDUSs Lap. Me Wy He Halland ise vi hi beck te Hichiia Vhcild aid Wet,Orthonyx spinicaudus,yes,portrait,0.921,,Vision OCR: ORTHONYX SPIVIAUDUS: Zemm:
IV,100,birdsAustraliav4Goul,412,"q WANS J 9 oO JIS BA HY PA cel WD TPULORI | } iD) Wh and tC Richey Ad eo lithy, OV i EG",Ptiloris paradiseus,yes,portrait,0.938,,Vision OCR: PTILORIS PARADISEA: Swains:
IV,101,birdsAustraliav4Goul,416,a LF leawlae aput LOR CHaltmande Saye,Sittella chrysoptera,yes,portrait,0.940,,Vision OCR: SITTELLA CHRYSOPTERA:Swains
IV,102,birdsAustraliav4Goul,420,"SY TELLA LEU COCK PHA ILA 3 Gould. . Aol and HNhihLer dd ot lth, tithinandd & Walton lap.",Sittella leucocephala,yes,portrait,0.892,,Vision OCR: SITTELA LEUCOCEPHALA:Cold
IV,103,birdsAustraliav4Goul,424,"a S Gould and Lhiuhtor dd ali. SITTER LLA Lik UCOP TERA: Goal, C Finllmandel",Sittella leucoptera,yes,portrait,0.868,,Vision OCR: SITTELA LEUCOPTERA: Gould.
IV,104,birdsAustraliav4Goul,428,"& SITET Bibb Lf Gonld, aud HC Richie ded ce tad CFillinandel Tap. -",Sittella pileata,yes,portrait,0.943,,Vision OCR: SITTELLA PLLEATA:Gould
V,1,birdsAustraliav5Goul,12,,Cacatua galerita,yes,portrait,0.969,,Vision OCR: CACATTA CALERITA: Uel
V,2,birdsAustraliav5Goul,16,"I ATW IB Lilith. i , ; OC hilly T Crottid: aaid IC Sada (Lip.",Cacatua Leadbeateri,yes,portrait,0.961,,Vision OCR: CACATUA LHADBEATERI: Wag
V,3,birdsAustraliav5Goul,20,"‘Fay. fed ABCA Calin LM” A, GZ, it iney Al",Cacatua sanguinea,yes,portrait,0.974,,Vision OCR: CACATUA SANGUINEA: Gould.
V,4,birdsAustraliav5Goul,24,"Hillvandd & Walton Sup. pets TF ould: and HU Rreliter del evlith,",Cacatua Eos,yes,portrait,0.969,,Vision OCR: CACATTA EOS.
V,5,birdsAustraliav5Goul,28,Halland & Waltor Lng. hy. SI Goh Anh HC Richter del &it,Licmetis nasicus,yes,portrait,0.948,,Vision OCR: MICMETIS NASICUS.
V,6,birdsAustraliav5Goul,32,Dream from Mature honstne by ThE Goudd: NESTOR PRODUCTUS: (eu) Lranted by C Pakinandel es EY ete,Nestor productus,yes,portrait,0.943,,Vision OCR: NESTOR PRODUCTUS; (Gould)
V,7,birdsAustraliav5Goul,36,J. Gould VC Bachter had orl Tilinandad & Walton Lup.,Calyptorhynchus Banksii,yes,portrait,0.968,,Vision OCR: CALYPTORHYNCHUS BANKSH.
V,8,birdsAustraliav5Goul,40,"Foaagy f Walton Haltaaowsnde! £ bith, / Py Aa €@ VORALY 6 if t und: He Gara",Calyptorhynchus macrorhynchus,yes,portrait,0.947,,Vision OCR: CALYPTORHYNCHUS MACROREYNCHUS: Gould
V,9,birdsAustraliav5Goul,44,= serie i 4 : Millicandel ky Witton Say. Col | o o VASO nw oe lithe. hte heh fre rodil amd ff 7 Mb,Calyptorhynchus naso,yes,portrait,0.960,,Vision OCR: CALYPTORHYNCHUS NASO: Could
V,10,birdsAustraliav5Goul,48,"Hullanandel & Wallin Fp. ( \ CHIL. LEA HLUS : C NY W | AN OIRTY. ALYP 1 t tA, C J Gould and H.C. Richter del & bith,",Calyptorhynchus Leachii,yes,portrait,0.965,,"Vision OCR: CALYPTORHYNCHUS LEACHI,"
V,11,birdsAustraliav5Goul,52,"LYPTORAHYNCHUS FUNEREUS . Toounld and HRiehter del ty bith, Hallmanded & Wilton Tap.",Calyptorhynchus funereus,yes,portrait,0.957,,Vision OCR: CALYPTORHYNCHUS FUNEREUS.
V,12,birdsAustraliav5Goul,56,CALYTORHYNCHUS XANTHONOTUS: Gald: I Gould and ACRichter deh ce lithe.,Calyptorhynchus xanthonotus,yes,portrait,0.979,,Vision OCR: CALYTORHYNCHUS XANTHONOTUS: Gould.
V,13,birdsAustraliav5Goul,60,"Benue Halland, & Watlten tayp, Richter del ce tith. +, treuld> and Mt.",Calyptorhynchus Baudinii,yes,portrait,0.942,,Vision OCR: CALYPTORHYNCHUS BAUDINI Vig:
V,14,birdsAustraliav5Goul,64,"So Guild and HUT hee Al eb lity, i PHALO. GAIJEAATU M. Mullin der & Weltan Tage.",Callocephalon galeatum,yes,portrait,0.931,,Vision OCR: CALLOCEPHALON GALEATUM.
