volume,plate,ia_id,leaf,caption_ocr,caption_latin,agrees,orientation,caption_top,fold_out,note
VI,60,birdsAustraliav6Goul,248,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 249 opens ""HERODIAS JUGULARIS. Blue Reef Heron. Ardea jugularis, Forst.""; subject consistent"
VI,61,birdsAustraliav6Goul,252,PUT IL WYANED AILS wv,Herodias Greyi,yes,landscape,,,read from image; plate: HERODIAS? GREYI: Gray
VI,62,birdsAustraliav6Goul,256,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 257 opens ""HERODIAS PICATA, Gow. Pied Egret. Ardea (Herodias) picata, G""; subject consistent"
VI,63,birdsAustraliav6Goul,260,"= hatp VADLPILNY,",Nycticorax caledonicus,yes,landscape,,,read from image; partly in the gutter
VI,64,birdsAustraliav6Goul,264,MLA x Henttuniarided. & Wealtora Trp. ili. a2 ° 5 R. AUST s + AGIA BOT. (hb. pepe TELE FRYE DA TEI co,Botaurus australis,yes,landscape,,,Vision OCR: BDTATRTS AUSTRALIS: Gould
VI,65,birdsAustraliav6Goul,268,"PriZy BA 2772S ae faz7 2004722, ate ae aS : Po MOLZIENL BE JPPIP Pe PE : i Sil CISA NV . agtgn 22 7279 esngonE-STL Pee wed i",Ardetta flavicollis,yes,landscape,,,read from image; plate: ARDETTA? FLAVICOLLIS
VI,66,birdsAustraliav6Goul,272,wil EN ele alls ete Cle a SSE eS SS LiL TALON PPP y Bar PLHCP ®XF TAL) NLA IAL EOD iL a ay ae a Wemeesoe sai,Ardetta macrorhyncha,yes,landscape,,,Vision OCR: ARDETTA MACRORHYWCHA: GOd
VI,67,birdsAustraliav6Goul,276,"eee oa = ‘ ;, : ; ; OY ie ASA EME TE NERS Se SNe al aii : p20) 2) Pep emp nag Dy vere pop ey 4g",Ardetta stagnatilis,yes,landscape,,,read from image
VI,68,birdsAustraliav6Goul,280,a ae dup upp P ppumouppay WNP BP ON DTT PUY pra,Ardetta pusilla,yes,landscape,,,Vision OCR: ARDETTA PUSILL
VI,69,birdsAustraliav6Goul,284,"ity VANE BP PPPUewVuigyiag F , ; ; : : : ' , YD PP PPP OD YI RT TP TP Pew PyaaAy v2 ' [RMA IO",Porphyrio melanotus,yes,landscape,,,Vision OCR: PORPHYRIO MELANOTUS:Temm:
VI,70,birdsAustraliav6Goul,288,aa “a _ Tage eT A ee 42LZPCP ® SS IRATE CD WRACAS WA TRAD cl,Porphyrio bellus,yes,landscape,,,read from image
VI,71,birdsAustraliav6Goul,292,“SLL ELUG = | J : . CD SILT SIL IL ALRED AP PPP? OTT PTE Per perpen 7 oH ear See,Tribonyx Mortierii,yes,landscape,,,read from image
VI,72,birdsAustraliav6Goul,296,"EAL WOLLO YB PLURAL 4 ° , . ERY DO PP ODYIR- JFL PUY pynog f- ; : Se “STIV UAL NSA SAN",Tribonyx ventralis,yes,landscape,,,Vision OCR: TRIROWYX VEWTRALIS
VI,73,birdsAustraliav6Goul,300,at 7 Aung fe Yep ay thy? 29 °NIS OU GIN AE LONI YIU OD fy ypuaa YOTNO4) P,Gallinula tenebrosa,yes,landscape,,,Vision OCR: GALLINULA TENEBROSA:CRd
VI,74,birdsAustraliav6Goul,304,iy UO YP PUY Vey pay ULYNE TE APTN DH WUD PY AOZ L WAGES A MeulidizGual :,Fulica australis,yes,landscape,,,Vision OCR: FULICA AUSTRALIS:Gould.
VI,75,birdsAustraliav6Goul,308,AT ER ee LS ABEL LOBE ate A CE GAT ID LT dilating 2 - Nec DN. a leatnat,Parra gallinacea,yes,landscape,,,read from image
VI,76,birdsAustraliav6Goul,312,oes : Buy uy) B Pp unuey ay UNDA PP CLYIVT IH Pe ppyog | ll ‘ a - Pe sip ’ ‘ = ‘s a : . cp ; ‘ Sd ees Nea aa i B ‘,Rallus pectoralis,yes,landscape,,,Vision OCR: RALLUS PECTORALIS: CuY:
VI,77,birdsAustraliav6Goul,316,,Rallus Lewinii,yes,landscape,,,read from image
VI,78,birdsAustraliav6Goul,320,"ZO"" = SS ig NE ILA OD SIL_NONY IL, SS NY SN GO) SES WIE wsisg papriesteeppiyy 2 MLD PP POP ODOT DLL PPP pop) 7 > =",Eulabeornis castaneoventris,yes,landscape,,,read from image
VI,79,birdsAustraliav6Goul,324,Beat,Porzana fluminea,yes,landscape,,,read from image
VI,80,birdsAustraliav6Goul,328,— a < POP STALSVIVE VNIVLUOL sia eee a rn,Porzana palustris,yes,landscape,,,Vision OCR: PORZANA PALUSTRIS: Gould
VI,81,birdsAustraliav6Goul,332,ne Stig LOO yi pes engpyy Ki ala a TPE eh ae eT re en,Porzana leucophrys,yes,landscape,,,Vision OCR: PORZANA LETCOPHRYS:Gend
VI,82,birdsAustraliav6Goul,336,: Duy nanppoyy DY LPO AY YT 7 . | —_ wm i RY DP PPOLYONE IIL PW? pynog pp SNOT NON : ' sy Ny a \,Porzana immaculata,yes,landscape,,,Vision OCR: PORZANAZ IMMACULATA
VII,1,birdsAustraliav7Goul,12,F TY! EPMA EE,Cereopsis Novae-Hollandiae,yes,landscape,,,read from image
VII,2,birdsAustraliav7Goul,16,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 17 opens ""ANSERANAS MELANOLEUCA. Semipalmated Goose. Anas melanoleuca,""; subject consistent"
VII,3,birdsAustraliav7Goul,20,MONDE AOI RAEI SNEED IE,Bernicla jubata,yes,landscape,,,Vision OCR: BERNICLA JUBATA.
VII,4,birdsAustraliav7Goul,24,Yee? *°S il ),Nettapus pulchellus,yes,landscape,,,Vision OCR: NETTATTS PULCHELLUS: Gould.
VII,5,birdsAustraliav7Goul,28,@ SOV AW TT RCLAIW TAO,Nettapus coromandelianus,yes,landscape,,,Vision OCR: NETTAPUS COROMANDELANUS?
VII,6,birdsAustraliav7Goul,32,,Cygnus atratus,yes,landscape,,,read from image; only letter tops visible above the gutter
VII,7,birdsAustraliav7Goul,36,YIN) BO FO) « UL TT YD27 JP TOP) AATY OU Pus Prpyn. te] '} YIP UPIVED PVDF 7 SIS PRTRSR NEE dai YBa as PU RATERCRNTAPE AREAS RYOTE APES OM OTS,Casarca tadornoides,yes,landscape,,,Vision OCR: CASARCA TADORNOIDES:Eutor®
VII,8,birdsAustraliav7Goul,40,EERE,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 41 opens ""TADORNA RADJAH, fyton. Radjah Shieldrake. Anas Radjah, Duper""; subject consistent"
VII,9,birdsAustraliav7Goul,44,,Anas superciliosa,yes,landscape,,,Vision OCR: ANAS STPERCILIOSA: Cme
VII,10,birdsAustraliav7Goul,48,,Anas naevosa,yes,landscape,,,Vision OCR: ANAS DAVOSA:C
VII,11,birdsAustraliav7Goul,52,euypwoyyy yp prpuruyny YTD TB TOP AEDT DH CU? PPTL Stans: ent eres ss St erseenarcnnerenenes———,Anas punctata,yes,landscape,,,Vision OCR: MARECA PINCTATA: CO:
VII,12,birdsAustraliav7Goul,56,,Spatula rhynchotis,yes,landscape,,,Vision OCR: TA RHYNCHOTIS
VII,13,birdsAustraliav7Goul,60,Ly 1 OWN ong aes DACAAR OOD IDV TE,Malacorhynchus membranaceus,yes,landscape,,,Vision OCR: MALACORHYNCHUS MEMBRAVACEUS; Swis:
VII,14,birdsAustraliav7Goul,64,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 65 opens ""DENDROCYGNA ARCUATA. Whistling Duck. Anas arcuata, Cuv., Hor""; subject consistent"
VII,15,birdsAustraliav7Goul,68,,Leptotarsis Eytoni,yes,landscape,,,read from image
VII,16,birdsAustraliav7Goul,72,uy noua ¥ WD PPP AYA PU? Ppeg'f- by why) Uy,Nyroca australis,yes,landscape,,,Vision OCR: VYROCA AUSTRALIS Evten
VII,17,birdsAustraliav7Goul,76,DALI Ae AA LO,Erismatura australis,yes,landscape,,,read from image
VII,18,birdsAustraliav7Goul,80,rat == Lay ar XX i = he eos ES ~ ae aaa rs 7 == a ~ = — = SS Re ES TE a a ST A Se,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 81 opens ""BIZIURA LOBATA. Musk-Duck. Anas lobata, Shaw, Nat. Misc., pl""; subject consistent"
VII,19,birdsAustraliav7Goul,84,en Suigesee a,Larus pacificus,yes,landscape,,,read from image; partly in the gutter
VII,20,birdsAustraliav7Goul,88,a | | —Te NS I VI VIN oN,Xema Jamesonii,yes,landscape,,,Vision OCR: MESONI
VII,21,birdsAustraliav7Goul,92,,Lestris catarrhactes,yes,landscape,,,read from image; plate spells CATARRHACTES
VII,22,birdsAustraliav7Goul,96,buy uopyy y pyeruapay /,Sylochelidon strenuus,yes,landscape,,,Vision OCR: SYLOCHELIDON STREYUUS:Goald
VII,23,birdsAustraliav7Goul,100,Ane HOP EP SUUEALS aD ae tee nines Lint! ae “MALL PP OVP IAL YOR? PPPs,Thalasseus pelecanoides,yes,landscape,,,"Vision OCR: THALASSEUS PELICANOÏDES,"
VII,24,birdsAustraliav7Goul,104,ile BITS PP LADO) FT ie AE,Thalasseus poliocercus,yes,landscape,,,Vision OCR: THALASS EUS POLIOCERCUS:L:
VII,25,birdsAustraliav7Goul,108,/ Minsy wy & Pyyaypayy \ py TISAI OL S MP PP OMPRELY Ur pynag 7’,Thalasseus Torresii,yes,landscape,,,Vision OCR: THALASSEUS TORRESU: Gould
VII,26,birdsAustraliav7Goul,112,,Sterna melanorhyncha,yes,landscape,,,read from image
VII,27,birdsAustraliav7Goul,116,,Sterna gracilis,yes,landscape,,,Vision OCR: STERNA GRACILIS: Gould
VII,28,birdsAustraliav7Goul,120,nr MTT Pm cman tgs) on ee a canister atc = eae YY PPP PLPRT II PU Ppeeg po — a — oa i) a | ia LV IS Wr VRIES _ . |,Sterna melanauchen,yes,landscape,,,Vision OCR: STERVA MELANATCHEN Temm
VII,29,birdsAustraliav7Goul,124,i ~ ¥ . = Q ‘ ba i DU PUPAL ET ’ ; ‘i WL DD FIP AYO IAT PRED PYHID 7? . abit : Tipe PLN WIN Sass - Tete eit,Sternula nereis,yes,landscape,,,Vision OCR: STERNULA NEREIS:Gould
VII,30,birdsAustraliav7Goul,128,pf ee,Gygis candida,yes,landscape,,,Vision OCR: GYCIS CANDIDA.
VII,31,birdsAustraliav7Goul,132,,Hydrochelidon fluviatilis,yes,landscape,,,Vision OCR: HYDROCHELIDON FLUVIATILIS: Gud
VII,32,birdsAustraliav7Goul,136,a ee ee ee ee ee ee ee ee YUL DA YO P AOL ID) FTP be? Ppa) Nal ro i@ib 8 Ait] UY PP PpVey Vay} 17,Onychoprion fuliginosus,yes,landscape,,,read from image
VII,33,birdsAustraliav7Goul,140,"Si DME WOU ON, S LIPVOUgpay - i iia “VAVN Vd NOIWAIOHODANO | a | he",Onychoprion panaya,yes,landscape,,,Vision OCR: OWYCHOPRION PANAYA.
VII,34,birdsAustraliav7Goul,144,,Anous stolidus,yes,landscape,,,Vision OCR: AVORS STOLDES
VII,35,birdsAustraliav7Goul,148,"LIZ POLY Fo PEP UDI AL LIGT ace re , lal ) . Sa Ten “igs z z P 4 ‘ tt AL wy ins ei =: ="" 7 L tae > x tn UL",Anous melanops,yes,landscape,,,read from image; plate: ANOÜS
VII,36,birdsAustraliav7Goul,152,ikl WY) P PONE) Pay ; AND [PCLT ) HT PID PNN09 f° pyn -S VTTMd VOD MAT SAONY oo slbsub vasa,Anous leucocapillus,yes,landscape,,,Vision OCR: ANOUS LEUCOCAPILLUS: Could.
VII,37,birdsAustraliav7Goul,156,"‘ee buy waypyy P Pperuegyny me (as, SOONG IGGIE NOLES ’ -s » SHONyF ODONT ILL Puy pyeng f-",Anous cinereus,yes,landscape,,,Vision OCR: ANOUS CINEREUS: Gould.
VII,38,birdsAustraliav7Goul,160,ewe *ALGI SL AE CD TCT : ; Se a ee ee ae ee Bente A Da vatbuez LGAP? URE Ug? IBRD Bi,Diomedea exulans,yes,landscape,,,read from image; partly in the gutter
VII,39,birdsAustraliav7Goul,164,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 165 opens ""DIOMEDEA BRACHYURA, Temm. Short-tailed Albatros. . Diomedea ""; subject consistent"
VII,40,birdsAustraliav7Goul,168,ot,Diomedea cauta,yes,landscape,,,read from image; partly in the gutter
VII,41,birdsAustraliav7Goul,172,pees ‘sleshqumnccomrac! aan,Diomedea culminata,yes,landscape,,,read from image; partly in the gutter
VII,42,birdsAustraliav7Goul,176,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 177 opens ""DIOMEDEA CHLORORHYNCHOS, Lath. Yellow-billed Albatros. Diome""; subject consistent"
VII,43,birdsAustraliav7Goul,180,a aS ee reas SETS es,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 181 opens ""DIOMEDEA MELANOPHRYS, Tem. Black-eyebrowed Albatros. Diomede""; subject consistent"
VII,44,birdsAustraliav7Goul,184,i a I Tae i 3 gr:,Diomedea fuliginosa,yes,landscape,,,read from image; only letter tops visible above the gutter
VII,45,birdsAustraliav7Goul,188,,Procellaria gigantea,yes,landscape,,,read from image; only letter tops visible above the gutter
VII,46,birdsAustraliav7Goul,192,SR SI SE eR a EEE yO,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 193 opens ""PROCELLARIA CONSPICILLATA, Gouwia. Spectacled Petrel. Procel""; subject consistent"
VII,47,birdsAustraliav7Goul,196,,Procellaria hasitata,yes,landscape,,,Vision OCR: PROCELLARIA HASITATA: Ah
VII,48,birdsAustraliav7Goul,200,,Procellaria glacialoides,yes,landscape,,,read from image
VII,49,birdsAustraliav7Goul,204,TET Ny T,Procellaria Lessonii,yes,landscape,,,Vision OCR: PROCETLARIA LESSONI: Garr
VII,50,birdsAustraliav7Goul,208,,Procellaria mollis,yes,landscape,,,read from image
VII,51,birdsAustraliav7Goul,212,,Procellaria Cookii,yes,landscape,,,read from image
VII,52,birdsAustraliav7Goul,216,"= si arama , ta eed aie pepii serene ais = a ee ¥ : ' = a . _—— — ' - : é , ine aniline, ‘ — : ee : ws * m ee a - ie THD = TATOOS VWINWVTSDOWd . ; . ae ‘",Procellaria coerulea,yes,landscape,,,Vision OCR: PROCELLARIA CORULEA: Gmel:
VII,53,birdsAustraliav7Goul,220,"ws - = ae ee YRD Ppp app aup yp py pp) We ’ """,Daption capensis,yes,landscape,,,Vision OCR: DAPTION CAPENSIS.
VII,54,birdsAustraliav7Goul,224,2,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 225 opens ""PRION TURTUR. Dove-like Prion. Procellaria Turtur, Banks’s D""; subject consistent"
VII,55,birdsAustraliav7Goul,228,"Wipelizallene,",Prion vittatus,yes,landscape,,,Vision OCR: RION VITTATUS:
VII,56,birdsAustraliav7Goul,232,,Puffinus brevicaudus,yes,landscape,,,Vision OCR: PEFELUS BREVICATDUS: GZZ
VII,57,birdsAustraliav7Goul,236,,Puffinus carneipes,yes,landscape,,,read from image; partly in the gutter
VII,58,birdsAustraliav7Goul,240,’ ia Nas _ oF 2 = F = = — x = ‘ = - . - ss ea ts : hay WYP yy eta ri ii ’ ’ — a ee ' ” — eee as ve PP OY) HT prem yon: _— — al ee Pro? © S NALIN SDAA SS LT i,Puffinus sphenurus,yes,landscape,,,read from image
VII,59,birdsAustraliav7Goul,244,"eo , : FD T UPYpPA, # PA PUV UP CED LONG TEAMING SL LLY AUIS) Jee E | | PPD “STINTS SV SAUNT dl",Puffinus assimilis,yes,landscape,,,Vision OCR: PUFFINUS ASSIMILIS: Gould.
VII,60,birdsAustraliav7Goul,248,,Puffinuria urinatrix,yes,landscape,,,Vision OCR: PUFFIVURIA URINATRIX.
VII,61,birdsAustraliav7Goul,252,"A : YP PPP? ii, rey sa i Ze aC we bpe = . tiee",Thalassidroma marina,yes,landscape,,,read from image
VII,62,birdsAustraliav7Goul,256,,Thalassidroma melanogaster,yes,landscape,,,read from image; partly in the gutter
VII,63,birdsAustraliav7Goul,260,"— DUT INYYPAL P PYPIDVMLEY YAY es a — ; owe : : — y Mi f NU | lise a\ VC : Soli : res ‘ \ : ‘ “ — — YQY D PP OWYPUT DA | LU i oat Li . j i y a ah : \ : . Si _ 5 ae b uJ < ss I ,",Thalassidroma leucogaster,yes,landscape,,,Vision OCR: THALASSIDROMA LEUCDGASTER: Gould
VII,64,birdsAustraliav7Goul,264,,Thalassidroma nereis,yes,landscape,,,read from image; only ...DROMA NEREIS: G... visible above the gutter
VII,65,birdsAustraliav7Goul,268,,Thalassidroma Wilsonii,yes,landscape,,,Vision OCR: WILSONI: Bonap:
VII,66,birdsAustraliav7Goul,272,"a a OC a tl, tl",Phalacrocorax carboides,yes,landscape,,,read from image; partly in the gutter
VII,67,birdsAustraliav7Goul,276,Se er,Phalacrocorax sulcirostris,yes,landscape,,,read from image; partly in the gutter
VII,68,birdsAustraliav7Goul,280,2,Phalacrocorax hypoleucus,yes,landscape,,,Vision OCR: PHALACROCOBAX HYPOLEUCUS.
VII,69,birdsAustraliav7Goul,284,es pe eouts,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 285 opens ""PHALACROCORAX LEUCOGASTER, Gowa White-breasted Cormorant. Ph""; subject consistent"
VII,70,birdsAustraliav7Goul,288,Wri,Phalacrocorax melanoleucus,yes,landscape,,,read from image; partly in the gutter
VII,71,birdsAustraliav7Goul,292,nde eatin amelie mee meanness na a a an see,Phalacrocorax punctatus,yes,landscape,,,read from image
VII,72,birdsAustraliav7Goul,296,ee oe == ae me = —— = 5 Sa Team —— a - —— = a a 0 ee ee ee,Attagen Ariel,yes,landscape,,,read from image; plate spells ATAGEN
VII,73,birdsAustraliav7Goul,300,,Phaeton phoenicurus,yes,landscape,,,Vision OCR: PHÆTON PHONICURUS: Gmel
VII,74,birdsAustraliav7Goul,304,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 305 opens ""PELECANUS CONSPICILLATUS, Tenm. Australian Pelican. Pelecanu""; subject consistent"
VII,75,birdsAustraliav7Goul,308,,,unread,landscape,,,"caption lies in the binding gutter, not visible even at full resolution (checked); facing text leaf 309 opens ""PLOTUS NOV A=HOLLANDIAL, Gowa. New Holland Darter. Plotus No""; subject consistent"
VII,76,birdsAustraliav7Goul,312,,Sula australis,yes,landscape,,,Vision OCR: SIIA ATUSTRALIS: CI/
VII,77,birdsAustraliav7Goul,316,,Sula personata,yes,landscape,,,Vision OCR: STTA PERSONATA: Gruld.
VII,78,birdsAustraliav7Goul,320,=i : ’ ; APY UPL VS YP JI PUVP UBL YT ; ’ d 4 ‘ ; FNP YL ae bate bec IE fos ED ILI OEE) If,Sula fusca,yes,landscape,,,Vision OCR: SULA FUSCA Brys
VII,79,birdsAustraliav7Goul,324,por nO PW fe” $f ala ii cman OWE PP OLE TH PD Py — ais ae,Sula fiber / piscator,yes,landscape,,,"read from image; engraved SULA FIBER struck through by hand, ""Piscator"" written in ink beside it"
VII,80,birdsAustraliav7Goul,328,et a eee er ae ere 7 i PPT ETT STN Sl | —_—— —_—— | a _ ei,Podiceps australis,yes,landscape,,,read from image
VII,81,birdsAustraliav7Goul,332,"ee ities lia, — a a ee m , MOPNIVIND SLADE — | |",Podiceps gularis,yes,landscape,,,Vision OCR: PODICEPS GULARIS: Gould
VII,82,birdsAustraliav7Goul,336,,Podiceps poliocephalus,yes,landscape,,,Vision OCR: PODICEPS POLHOUEPHALUS: Jard:& Selb:
VII,83,birdsAustraliav7Goul,340,= 2S LL ATR Ce Se ee ae ee = “ “ae scapes shn Se ee Sa. al as hear eleadate taints eaaeicaataeeaae ee teins SEIT ODOS AMD S ad d_AXG 0 al ULE Te AONE DIE PEO,Eudyptes chrysocome,yes,landscape,,,Vision OCR: SOCOME.
VII,84,birdsAustraliav7Goul,344,whies peppery yy 27 wal “WONT SMOSINW?Has YRD LY TY? 224 273 D Lf PUP PYG 7?,Spheniscus minor,yes,landscape,,,Vision OCR: SCUS MIN
VII,85,birdsAustraliav7Goul,348,"yn) P PP OMPENEDH pow pny? : Si ie aia aaa ae ieee) 24 Y pponeynyy ; ; — ™ - an ai : , - oo cetacean | yey “TTC SHOSINAHAS — ns | uy *",Spheniscus undina,yes,landscape,,,Vision OCR: SPHENISCUS UNDINA: Gould
Supp,1,birdsAustraliasSuppGoul,16,"Lickel, STRIX CANDIDA, ould &HCkeichter, del et lith/ LG 7 Y",Strix candida,yes,portrait,0.949,,"Vision OCR: STRIX CANDIDA, Tickell."
Supp,2,birdsAustraliasSuppGoul,20,"SCHLOGLAUX ALBIFACIES. Sherdld and HM kicker, del & bith. Fidlmanidel & Nalbon, Srp.",Sceloglaux albifacies,yes,portrait,0.934,,Vision OCR: SCELOGLAUX ALBIFACIES.
Supp,3,birdsAustraliasSuppGoul,24,"PODARGUS PAPUENSIS , Qusy 4 bam - Dbould cou C Richter, ded. & hth. Hinltmandil & Naltcr, Lnp.",Podargus papuensis,yes,portrait,0.917,,"Vision OCR: PODARGUS PAPUENSIS, Quoy et Gaim."
Supp,4,birdsAustraliasSuppGoul,28,"PODARGUS MARMORATUS, Goud. J bauld and IH Kechter, dd. & ith , Lulkmanohd & Welton, Imp.",Podargus marmoratus,yes,portrait,0.912,,"Vision OCR: PODARGUS MARMORATUS, Gould"
Supp,5,birdsAustraliasSuppGoul,32,FLAVIROSTRIS: Gould ST Gould and HC Richter dd & lithe. Tinllinanda& Walton lap.,Halcyon flavirostris,yes,portrait,0.924,,Vision OCR: HALCYON FLAVIROSTRIS:Guld
Supp,6,birdsAustraliasSuppGoul,36,& Wilton Lip. S y = s 8,Tanysiptera Sylvia,yes,portrait,0.920,,Vision OCR: TANYSIPTERA SYLVIA: Gould
Supp,7,birdsAustraliasSuppGoul,40,"ARTAMUS MELANOPS , Gould TC ould ti Richter, del et ith, Walter Lap.",Artamus melanops,yes,portrait,0.933,,"Vision OCR: ARTAMUS MELANOPS, Gould"
Supp,8,birdsAustraliasSuppGoul,44,"1X 4 t : ATA Dek ; 9 _DGould & HC Richier, deb & titty ; Walia:",Pardalotus xanthopygius,yes,portrait,0.932,,"Vision OCR: PARDALOTUS XANTHOPYGIUS, M'Cy."
Supp,9,birdsAustraliasSuppGoul,48,"MANUCODIA KEIRAU DIRENT. Tbodkd ond HU fichier, dd. ct tiih. Hidbpoandel k Wiltor, Lp.",Manucodia Keraudreni,yes,portrait,0.916,,Vision OCR: MANUCODIA KERAUDRENI.
Supp,10,birdsAustraliasSuppGoul,52,EO a » | g 3 S S xg ~ S 66 [| ica — - :,Arses Kaupi,yes,portrait,0.929,,Vision OCR: ARSES KAUPI: Gould.
Supp,11,birdsAustraliasSuppGoul,56,MACHARRIRHYNCHUS FLAVIVENTERS: God f Codd and Ht Biater db of Tithe. 2 c Valier) ke We Tay. : Ws,Machaerirhynchus flaviventer,yes,portrait,0.911,,Vision OCR: MACHERIRHYNCHUS FLAYIVENTER: Gould
Supp,12,birdsAustraliasSuppGoul,60,P Li bold cmd HC: Ad & ith Ftrlbuande & Walton Tonp.,Monarcha leucotis,yes,portrait,0.924,,Vision OCR: MONARCHA LEUCOTTS:Coald.
Supp,13,birdsAustraliasSuppGoul,64,"JS Could “Hh CRichte, del ew titty, MONAR CHA ALBIVENTRIS , Gould. Walter Lnp. ————",Monarcha albiventris,yes,portrait,0.939,,"Vision OCR: MONARCHA ALBIVENTRIS, Gould."
Supp,14,birdsAustraliasSuppGoul,68,"| GERYGONE PERSONATA , Gould. , i TGauld & HGRichter, del et lithy Walter, In.",Gerygone personata,yes,portrait,0.932,,"Vision OCR: GERYGONE PERSONATA , Gould."
Supp,15,birdsAustraliasSuppGoul,72,"PETROICA? CERVINIVENTRIS, badd J boud andl Fricker, del. & lelfe. 3 Fiudirncntha & Walton, Lrg.",Petroica cerviniventris,yes,portrait,0.929,,"Vision OCR: PETROICA? CERVINIVENTRIS, Could"
Supp,16,birdsAustraliasSuppGoul,76,"a Aine DRYMODES SUPERCIGIARIS: Goald. J. Gad, and. HC Richter del ee lith. : . é Halimundd & Walton bay",Drymodes superciliaris,yes,portrait,0.943,,Vision OCR: DRYMODEO SUPPRCILIARIS: Gould.
Supp,17,birdsAustraliasSuppGoul,80,"aS EOPSALTRIA CAPITO, Gould J boudd and. Richter, dil. ct tithe. Hidlpandel & Walton, Imp",Eopsaltria capito,yes,portrait,0.904,,"Vision OCR: EÖPSALTRIA CAPITO, Gould."
Supp,18,birdsAustraliasSuppGoul,84,"EOPSALTRIA LEUCURBA, Goudd. Lh» J Gould &HChichuer, del et lithy Walter, Lp.",Eopsaltria leucura,yes,portrait,0.936,,"Vision OCR: EÖPSALTRIA LEUCURA, Gould."
Supp,19,birdsAustraliasSuppGoul,88,NN Avy. Fiullinande & Walton,Menura Alberti,yes,portrait,0.951,,Vision OCR: MENDRA ALBERTI: Gould.
Supp,20,birdsAustraliasSuppGoul,92,"MALURUS ¢ ORONATUS, Guid Malinda, éWulion, Lip. Ieodld ana C fechicr, del ot lithe.",Malurus coronatus,yes,portrait,0.937,,"Vision OCR: MALURUS CORONATUS, Gould"
Supp,21,birdsAustraliasSuppGoul,96,"Jlouddand HC Lnechiey, heh, & lity | Hiudtmandel & Walton tmp.",Malurus amabilis,yes,portrait,0.903,,"Vision OCR: MAHURUS AMABILIS, Gould"
Supp,22,birdsAustraliasSuppGoul,100,"MALURUS HYPOLEUCUS, Gould. Walter, lp. J Gould & HC Richter, deb) we lithy",Malurus hypoleucus,yes,portrait,0.931,,"Vision OCR: MALURUS HYPOLEUCUS, Gould."
Supp,23,birdsAustraliasSuppGoul,104,"J Gould and HC hiddia,dd et lithy Walter, Jp.",Malurus callainus,yes,portrait,0.940,,"Vision OCR: MALURUS CALLAINUS, Gould."
Supp,24,birdsAustraliasSuppGoul,108,"ALURUS LEUC S Gould GHC Richter del, et tithe. Nadia, Lap.",Malurus leuconotus,yes,portrait,0.933,,"Vision OCR: MALURUS LEUCONOTTS, Gould ."
Supp,25,birdsAustraliasSuppGoul,112,"Walter Imp. “Coy. d lL, & INT )B i i SPHENURA BROAG del w liv. , Toudd bo HO Kichier",Sphenura Broadbenti,yes,portrait,0.936,,"Vision OCR: SPHENURA BROADBENTI, M. Coy."
Supp,26,birdsAustraliasSuppGoul,116,"Fe ‘Ramsay. 3 UNG a oO ey, r del bit’ 7, cht 2 £ J Gould and HER",Atrichia rufescens,yes,portrait,0.945,,"Vision OCR: ATRICHIA RUFESCENS , Ramsay."
Supp,27,birdsAustraliasSuppGoul,120,"ali. y 0) ° 2 ¢ > nya & Walton hap, vbnandel \ Richter del cb lithe. r (€ TLbeald and A.",Pycnoptilus floccosus,yes,portrait,0.942,,Vision OCR: PYCIOPTILUS FLOCCOSUS: Gould.
Supp,28,birdsAustraliasSuppGoul,124,"ACANTHIZA MAGNA , Gould oA Hedlmandes b Walton, Imp. Titouldl end He Biodtor, del. ce tah",Acanthiza magna,yes,portrait,0.914,,"Vision OCR: ACANTHIZA MAGNA, Gould."
Supp,29,birdsAustraliasSuppGoul,128,"PITTA MACKLOTI, - TGould & LCRichter, deb eb lili. .",Pitta Mackloti,yes,portrait,0.943,,"Vision OCR: PITTA MACKLOTI, Müll & Schleg."
Supp,30,birdsAustraliasSuppGoul,132,"MERULA POLIOCEPHALA. J Gould ind Ml Pachter, del. ch bith. Fialirruuriibe, b Walitr, Lrg.",Merula poliocephala,yes,portrait,0.948,,Vision OCR: MERULA POLIOCEPHALA.
