volume,plate,ia_id,leaf,orientation,list_latin,caption_latin,caption_read,caption_top,text_leaf_heading,agrees,note
IV,39,BirdsAsiaJohnGoIVGoul,164,portrait,Calliope pectoralis,"CALLIOPE PECTORALIS, Gould.",ocr,0.912,"a TNR I A I A ALAA CALLIOPE PECTORALIS, Himalayan Calhope pectoralis, Gould, Ico",yes,
IV,40,BirdsAsiaJohnGoIVGoul,168,portrait,Calliope tschebaiewi,"CALLIOPE TSCHEBAIEWI, Priev.",ocr,0.917,"(I NE A LO A A I AL I TT I CALLIOPE TSCHEBAIEWIL, | Mongolian. Calliope ischebai",yes,
IV,41,BirdsAsiaJohnGoIVGoul,172,portrait,Accentor montanellus,ACCENTOR MONTANELLUS.,ocr,0.923,"ACCENTOR Mountain Motacilla montanellus, Pall. Zoog. Rosso-Asiat., tom. i. p. 47",yes,
IV,42,BirdsAsiaJohnGoIVGoul,176,portrait,Accentor rubidus,"ACCENTOR RUBIDUS, Sieb, Temm. et Schleg.",ocr,0.926,"Se = rT Rt te a ees — — Se a i AT ACCENTOR RUBI DUS, Sieb., Temm. et Ruddy Accen",yes,
IV,43,BirdsAsiaJohnGoIVGoul,180,portrait,Accentor erythropygius,"ACCENTOR ERYTHROPYGIUS, Swinh.",ocr,0.923,"ACCENTOR ERYTHROPYGIUS, Red-backed Accentor erythropygius, Swinh. Proc. of Zool.",yes,
IV,44,BirdsAsiaJohnGoIVGoul,184,portrait,Accentor Nipalensis,"ACCENTOR NIPAIENSIS, Hodgs",ocr,0.886,"ACCENTOR NIPALENSIS, Nepaul Accentor Nipalensis, Hodgs. Journ. Asiat. Soc. Beng.",yes,
IV,45,BirdsAsiaJohnGoIVGoul,188,portrait,Accentor immaculatus,"ACCENTOR IMMACUMATUS, Hodgs.",ocr,0.899,"ACCENTOR IMMACULATUS, Blue-shouldered Accentor immaculatus, Hodgs. in Proc. of Z",yes,
IV,46,BirdsAsiaJohnGoIVGoul,192,portrait,Accentor rubeculoides,"ACCENTOR REBECULOIDES, More",ocr,0.89,"Red-breasted Accentor rubeculodes, Moore in Proc. of Zool. Soc. 1854, p- -—Horsf",yes,
IV,47,BirdsAsiaJohnGoIVGoul,196,portrait,Accentor strophiatus,"ACCENTOR STROPHIATUS, Hodgs",ocr,0.895,"ACCENTOR STROPHIATUS, Banded . Accentor strophiatus, Hodgs. Journ. Asiat. Soc. B",yes,
IV,48,BirdsAsiaJohnGoIVGoul,200,portrait,Accentor atrogularis,"ACCENTOR ATROGULARIS, Brandt.",ocr,0.927,"ACCENTOR ATROGULARIS, Black-throated Accentor atrogularis, Brandt, Bull. des Aca",yes,
IV,49,BirdsAsiaJohnGoIVGoul,204,portrait,Accentor Altaicus,"ACCENTOR ALTAICUS, Brandt.",ocr,0.905,"i NE OT LN A A I A Re: POT EI TN ANI ANI YN A HA ACCENTOR ALTAICUS, Altaian Acce",yes,
IV,50,BirdsAsiaJohnGoIVGoul,208,portrait,Sylvia nana,SYLVIA NAVA,ocr (garbled),0.919,"SYLVIA Desert Curruca nana, Hempr. & Ehr. Symb. Phys. Aves, fol. cc Salicaria ar",yes,
IV,51,BirdsAsiaJohnGoIVGoul,212,portrait,Troglodytes Nipalensis,"TROGLODYTES NIPAENSIS, Hoags",ocr,0.907,"TROGLODYTES NIPALENSIS, Nepaulese",yes,
IV,52,BirdsAsiaJohnGoIVGoul,216,portrait,Anorthura formosa,ANORTHURA FORMOSA.,ocr,0.914,"ANORTHURA Spotted Troglodytes punctatus, Blyth (nec Boie), Journ. As. Soc. Beng.",yes,
IV,53,BirdsAsiaJohnGoIVGoul,220,portrait,Urocichla longicauda,UROCICHLA LONGICAUDATA.,ocr,0.895,"UROCICHLA Long-tailed Pnoepyga longicaudata, Moore, Proc. Zool. Soc. 1854, p. 74",yes,
IV,54,BirdsAsiaJohnGoIVGoul,224,portrait,Sphenocichla Roberti,"SPHENOCICHLA ROBERTI, Godwin Austen & Walden.",ocr,0.908,"SPHENOCICHLA ROBERTI, Godw-Aust. & Robert’s Wedge-billed Sphenocichla roberti, G",yes,
IV,55,BirdsAsiaJohnGoIVGoul,228,portrait,Sphenocichla Humii,SPHENOCICHLA HUMII.,ocr,0.915,"SPHENOCICHLA Hume’s Wedge-billed Heterorhynchus hum, Mandelli, Str. F. 1873, p. ",yes,
IV,56,BirdsAsiaJohnGoIVGoul,232,portrait,Salpornis spilonota,SALPORNIS SPILONOTA .,ocr,0.911,"SALPORNIS Spotted Certhia spilonota, Frankl. in Proc. of Comm. of Sci. and Corr.",yes,
IV,57,BirdsAsiaJohnGoIVGoul,236,portrait,Certhia Nipalensis,CERTHIA NIPALENSIS:Hoags:,ocr,0.906,"CERTHIA NIPALENSIS, Nepaulese Certhia Nipalensis, Hodgs.—Blyth, Mon. of Indian C",yes,
IV,58,BirdsAsiaJohnGoIVGoul,240,portrait,Certhia Himalayana,CERTHIA TIIMALAYANA: V9:,ocr,0.903,"CERTHIA HIMALAYANA, Himalayan Certhia Himalayana, Vig. in Proc. of Comm. Sci. of",yes,
IV,59,BirdsAsiaJohnGoIVGoul,244,portrait,Phyllopneuste tristis,PYLLOPNEOSTE TRISTIS.,ocr,0.918,"PHYLLOPNEUSTE Phylloscopus tristis, Blyth, Journ. Asiat. Soc. Beng., vol. xii. p",yes,
IV,60,BirdsAsiaJohnGoIVGoul,248,portrait,Regulus himalayensis,"REGULUS HIMALAYENSIS, Blyth.",ocr,0.917,"REGULUS HIMALAYENSIS, Himalayan Regulus cristatus, Blyth, Cat. of Birds in Mus. ",yes,
IV,61,BirdsAsiaJohnGoIVGoul,252,portrait,Motacilla Maderaspatensis,"MOTACILLA MADERASPATENSIS, Cme.",ocr,0.907,"MOTACILLA MADERASPATENSIS, Great Pied Motacilla Maderaspatensis, Gmel. Edit. Lin",yes,
IV,62,BirdsAsiaJohnGoIVGoul,256,portrait,Motacilla Dukhunensis,"MOTACILLA DUKHUNENSIS, Sykes",ocr,0.913,"= MOTACILLA DUKHUNENSIS, Deccan Motacilla Dukhunensis, Sykes in Proc. of Comm. o",yes,
IV,63,BirdsAsiaJohnGoIVGoul,260,portrait,Motacilla personata,"MOTACILLA PERSONATA, Godd",ocr,0.921,"MOTACILLA PERSONATA, Masked Motacilla Dukhunensis, Blyth, on the Family Motacill",yes,
IV,64,BirdsAsiaJohnGoIVGoul,264,landscape,Budytes citreoloides,"BUDYTES CITREOLOIDES, Hodgs.",ocr,,"BUDYTES CITREOLOIDES, Yellow-headed Budytes citreoloides, Hodgs. in Gray’s Zool.",yes,
IV,65,BirdsAsiaJohnGoIVGoul,268,portrait,Pipastes agilis,PIPASTES AGILIS.,ocr,0.931,"= PIPASTES Indian Anthus agihs, Sykes in Proc. of Comm. of Sci. and Corr. of Zoo",yes,
IV,66,BirdsAsiaJohnGoIVGoul,272,landscape,Anthus cervinus,"ANTHUS CERVINUS, Pall.",ocr,,"ANTHUS Red-throated Motacilla cervina, Pall. Zoog. Ross.-Asiat., tom, i. Dp: Ala",yes,
IV,67,BirdsAsiaJohnGoIVGoul,276,landscape,Limonidromus Indicus,LIMONIDROMUS INDICUS.,ocr,,"LIMONIDROMUS Variegated Motacilla indica, Gmel. Edit. Linn. Syst. Nat., tom. p- ",yes,
IV,68,BirdsAsiaJohnGoIVGoul,280,portrait,Enicurus maculatus,"KNICOROS MACUIATOS, Vigors.",ocr (garbled),0.928,"ENICURUS MACULATUS, Lunated Encurus maculatus, Vig. in Proc. of Comm. of Sci. an",yes,
IV,69,BirdsAsiaJohnGoIVGoul,284,portrait,Enicurus guttatus,"ENICUROS GOTTATUS, Gould.",ocr,0.925,"ENICURUS GUTTATUS, Spotted Enicurus guttatus, Gould in Proc. of Zool. Soc. 1865,",yes,
IV,70,BirdsAsiaJohnGoIVGoul,288,portrait,Enicurus Chinensis,"ENICURUS CHNENSIS, Gould.",ocr,0.918,"ENICURUS CHINENSIS, Chinese Enicurus sinensis, Gould in Proc. of Zool. Soc. 1865",yes,
IV,71,BirdsAsiaJohnGoIVGoul,292,portrait,Enicurus Scouleri,"ENICURUS SCOULERI, Vigors.",ocr,0.929,"ENICURUS SCOULERI, Scouler’s Enicurus Scouleri, Vig. in Proc. of Comm. of Sci. a",yes,
IV,72,BirdsAsiaJohnGoIVGoul,296,landscape,Melanocorypha maxima,"MELANOCORYPHA MAXIMA, Gould",ocr,,"MELANOCORYPHA MAXIMA, Long-billed Melanocorypha maxima, Gould.—Blyth in Ibis, 18",yes,
V,1,BirdsAsiaJohnGoVGoul,12,portrait,Montifringilla Adamsii,MONTIFRINGILLA ADAMSI. Moore.,ocr,0.915,"MONTIFRINGILLA ADAMSLI, Adams’s Montifringilla Adamsi, Moore in Proc. of Zool. S",yes,
V,2,BirdsAsiaJohnGoVGoul,16,portrait,Montifringilla arctoa,MONTIFRINGILLA ARCTOA.,ocr,0.907,"MONTIFRINGILLA Northern Mountain Passer arctous, Pall. Zoog., tom. ii. p. 21. No",yes,
V,3,BirdsAsiaJohnGoVGoul,20,portrait,Montifringilla haematopygia,MONTIFRINCILLA HEMATOPYCIA: GuZd,ocr,0.907,"MONTIFRINGILLA HASMATOPYGIA, Red-rumped Mountain",yes,
V,4,BirdsAsiaJohnGoVGoul,24,portrait,Montifringilla brunneinucha,"MONTIFRUGILLA BRUNNEINUCHA,",ocr,0.901,"MONTIFRINGILLA Brown-naped Mountain Passer arctous, var. B. 2, Pall. Zoog., tom.",yes,
V,5,BirdsAsiaJohnGoVGoul,28,portrait,Montifringilla ruficollis,"MONTIFRINGILLA RUFICOLLAS , W.I.Blanford",ocr,0.919,"MONTIFRINGILLA RUFICOLLIS, Red-necked Montifringilla ruficollis, Blanf., J. A. S",yes,
V,6,BirdsAsiaJohnGoVGoul,32,portrait,Emberiza caniceps,"EMBERIZA CANICEPS, Gould",ocr,0.897,"EMBERIZA CANICEPS, Grey-capped Emberiza caniceps, Gould in Proc. of Zool. Soc.",yes,
V,7,BirdsAsiaJohnGoVGoul,36,portrait,Emberiza pusilla,"EMBERIZA PUSILLA, Pall.",ocr,0.903,"EMBERIZA PUSILLA, Dwart Emberiza pusilla, Pall. Reise, tom iil. p. 697.—Id. Zoog",yes,
V,8,BirdsAsiaJohnGoVGoul,40,portrait,Emberiza cinerea,"EMBERIZA CINEREA, Strickl.",ocr,0.929,"EMBERIZA CINEREA, Cinereous Emberiza cmerea, Strickl. in Proc. Zool. Soc., part ",yes,
V,9,BirdsAsiaJohnGoVGoul,44,portrait,Emberiza fucata,"EMBERIZA FUCATA, Pall.",ocr,0.917,"EMBERIZA FUCATA, Painted Emberiza fucata, Pall. Itin. App., no. 22.—Id. Zoog. Ro",yes,
V,10,BirdsAsiaJohnGoVGoul,48,portrait,Emberiza rustica,"EMBERIZA RUSTICA, Pal.",ocr,0.914,"EMBERIZA RUSTICA, Rustic Emberiza rustica, Pall. Itin., tom. iii. App. no. 21.—I",yes,
V,11,BirdsAsiaJohnGoVGoul,52,portrait,Glycyspina Huttoni,GLYCISPINA HUTTONI.,ocr,0.916,"GLYCYSPINA Hutton’s Euspiza Hutton, Blyth, Journ. Asiat. Soc. Beng., vol. xviii.",yes,
V,12,BirdsAsiaJohnGoVGoul,56,portrait,Euspiza elegans,"EUSPIZA ELEGANS, Temm.",ocr,0.918,"EUSPIZA ELEGANS,",yes,
V,13,BirdsAsiaJohnGoVGoul,60,portrait,Euspiza melanocephala,EUSPIZA MELANOCEPHALA.,ocr,0.92,"EUSPIZA Black-headed Emberiza melanocephala, Scop. Ann. Nat. Hist., tom. i. p. 1",yes,
V,14,BirdsAsiaJohnGoVGoul,64,portrait,Euspiza luteola,EUSPIZA LUTEOLA.,ocr,0.914,"EUSPIZA Red-headed Emberiza luteola, Sparrm. Mus. Carls., fase. iv. tab. 93. Lut",yes,
V,15,BirdsAsiaJohnGoVGoul,68,portrait,Passer ammodendri,"PASSER AMMODENDRI, Severzow",ocr,0.908,"PASSER AMMO DENDR I, Turkestan Passer ammodendri, Dode, in Proc. of Zool. Soc., ",yes,
V,16,BirdsAsiaJohnGoVGoul,72,portrait,Fringilla Burtoni,FRINGILLA BURTONI:Gould.,ocr,0.908,"FRINGILLA BURTONIL, Burton’s Carduelis Burtoni, Gould in Proc. of Zool. Soc., Pa",yes,
V,17,BirdsAsiaJohnGoVGoul,76,portrait,Carduelis orientalis,CARDUELIS ORIENTALIS.,ocr,0.895,"CARDUELIS ORIENTALIS, Eastern Passer carduelis, var., Pallas, Zoogr. Rosso-Asiat",yes,
V,18,BirdsAsiaJohnGoVGoul,80,portrait,Eophona personata,FOPHONA PERSONATA.,ocr,0.891,"EOPHONA Masked Coccothraustes personatus, Temm. and Schlegel, Fauna Jap. Aves, p",yes,
V,19,BirdsAsiaJohnGoVGoul,84,portrait,Eophona melanura,FOPHONA MELANURA.,ocr,0.911,"EOPHONA Black-tailed Le Gros-bec de la Chine, Sonn. Voy., tom. ii. p. Lowia mela",yes,
V,20,BirdsAsiaJohnGoVGoul,88,portrait,Mycerobas melanoxanthus,MYCEROBAS MELANOXANTHUS.,ocr,0.871,"MYCEROBAS Black and Yellow Coccothraustes melanozanthos, Hodgs. Asiat. Research.",yes,
V,21,BirdsAsiaJohnGoVGoul,92,portrait,Mycerobas carneipes,MYCEROBAS CARNIPES,ocr,0.869,"MYCEROBAS Flesh-footed Coccothraustes carnipes, Hodgs. Asiat. Research., vol. xi",yes,
V,22,BirdsAsiaJohnGoVGoul,96,portrait,Hesperiphona icterioides,HESPERIPHONA ICTERIOIDES.,ocr,0.908,HESPERIPHONA Icterine,yes,
V,23,BirdsAsiaJohnGoVGoul,100,portrait,Hesperiphona affinis,"HESPERIPHONA AFFINIS , Blyth.",ocr,0.912,"HESPERIPHONA AFFINIS, Allied Hesperiphona afinis, Blyth, Journ. Asiat. Soc. Beng",yes,
V,24,BirdsAsiaJohnGoVGoul,104,portrait,Haematospiza Sipahi,HEMATOSPIZA SIPAHI.,ocr,0.906,* er. _* a al - =. va HAMATOSPIZA Sepoy,yes,
V,25,BirdsAsiaJohnGoVGoul,108,portrait,Carpodacus rubicilla,CARPODACUS RUBICILLA.,ocr,0.909,"————————— Ee ee ? CARPODACUS Caucasian Lowia rubicilla, Giild. Nov. Comm. Petrop",yes,
V,26,BirdsAsiaJohnGoVGoul,112,portrait,Carpodacus rhodochlamys,CARPODACUS RHODOCHLAMYS.,ocr,0.91,"CARPODACUS Red Mantled Pyrrhula (Corythus) rhodochlamys, Brandt, Bull. de Acad. ",yes,
V,27,BirdsAsiaJohnGoVGoul,116,portrait,Uragus sibiricus,URAGUS SIBIRICUS..,ocr,0.912,"URAGUS Siberian Loxva sibirica, Pallas, Reis. Russischen Reichs, Theil ii. Anhan",yes,
V,28,BirdsAsiaJohnGoVGoul,120,portrait,Rhodopechys sanguinea,RHODOPECHYS SANGUINEUS .,ocr,0.907,"RHODOPECHYS Crimson-winged Fringilla sanguinea, Gould, P. Z. S. 1837, p. Erythro",yes,
V,29,BirdsAsiaJohnGoVGoul,124,portrait,Erythrospiza obsoleta,ERYTHROSPIZA OBSOLETA.,ocr,0.894,"ERYTHROSPIZA Rosy-winged Fringilla obsoleta, Lichtenstem in Eversmann’s Reise, A",yes,
V,30,BirdsAsiaJohnGoVGoul,128,portrait,Erythrospiza incarnata,"HRYTHROSPIZA INCARNATA, Serr.",ocr,0.898,"ERYTHROSPIZA INCARNATA, Rosy Erythrospiza incarnata, Severtzow, Turkest. Jevotn.",yes,
V,31,BirdsAsiaJohnGoVGoul,132,portrait,Erythrospiza githaginea,ERYTHROSPIZA GITHAGINEA.,ocr,0.901,"ERYTHROSPIZA Trumpeter Bullfinch. Fringilla githaginea, Licht. Verz. Doubl. p. 2",yes,
V,32,BirdsAsiaJohnGoVGoul,136,portrait,Urocynchramus Pylzowi,"UROCYNCHRAMUS PYLZOWI, Prjer.",ocr,0.919,"UROCYNCHRAMUS PYLZOWIL, Pylzoff’s Rose Urocynchramus pylzowi, Prjevalsky, Birds ",yes,
V,33,BirdsAsiaJohnGoVGoul,140,portrait,Carpodacus roseus,"CARPODACUS ROSEUS, Bonap.",ocr,0.911,"CARPODACUS Rosy Fringilla rosea, Pallas, Reise Russischen Rheichs, iii. p. Passe",yes,
V,34,BirdsAsiaJohnGoVGoul,144,portrait,Pyrrhula aurantia,"PYRRHULA AURANTIA, Gould.",ocr,0.899,"PYRRHULA AURANTIA, Orange-coloured Pyrrhula aurantiaca, Gould in Proc. of Zool. ",yes,
V,35,BirdsAsiaJohnGoVGoul,148,portrait,Pyrrhula orientalis,"PYRRHULA ORIENTALIS, Temmet Schleg",ocr,0.905,"PYRRHULA ORIENTALIS, Temm. et Oriental Pyrrhula Orientals, Temm. et Schleg. Faun",yes,
V,36,BirdsAsiaJohnGoVGoul,152,portrait,Pyrrhula erythrocephala,"PYRREULA ERYTHROCEPHALA, Vig",ocr,0.911,"PYRRHULA ERYTHROCEPHALA, Red-headed Pyrrhula erythrocephala, Vig. in Proc. of Co",yes,
V,37,BirdsAsiaJohnGoVGoul,156,portrait,Pyrrhula Nipalensis,"PYRRHULA NIPALENSIS, #odys.",ocr,0.909,"PYRRHULA NIPALENSIS, Nepaulese Pyrrhula Nipalensis, Hodgs. Asiat. Res., vol. xix",yes,
V,38,BirdsAsiaJohnGoVGoul,160,portrait,Pyrrhula major,"PYRRHULA MAJOR, Brehm.",ocr,0.921,"PYRRHULA MAJOR, Northern Lowa pyrrhula, Linn. Syst. Nat. i. p. 300 Fringilla pyr",yes,
V,39,BirdsAsiaJohnGoVGoul,164,portrait,Pyrrhula erithacus,"PYRRHULA ERYTHACUS, Blyth.",ocr,0.929,"PYRRHULA ERITHACUS, Beavan’s Pyrrhula erythaca, Blyth, Journ. Asiat. Soc. Beng. ",yes,
V,40,BirdsAsiaJohnGoVGoul,168,portrait,Pyrrhula cineracea,"PYRRHULA CINERACEA, Cab.",ocr,0.916,"PYRRHULA Cinereous Pyrrhula Cassinn, Cabanis, J. f. O., 1871, p. 318 (nec cinera",yes,
V,41,BirdsAsiaJohnGoVGoul,172,portrait,Loxia Himalayana,"LOXIA HIMALAYANA, Hodgs.",ocr,0.91,"LOXIA HIMALAYANA, Himalayan Lowa himalayana, Hodgs. in Gray’s Zool. Misc. 1844, ",yes,
V,42,BirdsAsiaJohnGoVGoul,176,portrait,Sturnus unicolor,"STURNUS UNICOLOR, La Marm.",ocr,0.919,"STURNUS UNICOLOR, De ia Sardinian Sturnus unicolor, De la Marmora, Temm. Man. d’",yes,
V,43,BirdsAsiaJohnGoVGoul,180,portrait,Sturnus Humii,"STURNUS HUMIX, Gould.",ocr,0.915,"STURNUS HUMII, Hume’s Sturnus unicolor auct. from N.W. India (nec De La — nitens",yes,
V,44,BirdsAsiaJohnGoVGoul,184,portrait,Sturnus purpurascens,"SLURNUS PURPURASCENS, Gould.",ocr,0.928,"STURNUS PURPURASCENS, ’ Persian Sturnus purpurascens, Gould, in Proc. of Zool. S",yes,
V,45,BirdsAsiaJohnGoVGoul,188,portrait,Amydrus Tristrami,"AMYDRUS TRISTRAMI, Sclater:",ocr,0.921,"AMYDRUS TRISTRAML, Aristrarn: Amydrus tristramii, Sclater in Ann. and Mag. of Na",yes,
V,46,BirdsAsiaJohnGoVGoul,192,portrait,Urocissa cerulea,"UROCISSA CÆRULEA, Gould.",ocr,0.928,"UROCISSA CARULBEA, Formosan Blue Urocissa cerulea, Gould in Proc. of Zool. Soc.,",yes,
V,47,BirdsAsiaJohnGoVGoul,196,portrait,Urocissa occipitalis,"TROCISSA OCCIPITALIS,",ocr,0.917,"UROCISSA Nepaulese Blue Pica erythrorhyncha, Vig. in Proc. of Comm. of Sci. and ",yes,
V,48,BirdsAsiaJohnGoVGoul,200,portrait,Urocissa Sinensis,UROCISSA SINENSIS.,ocr,0.921,"UROCISSA Chinese Blue Cuculus sinensis, Linn. Syst. Nat., tom. i p. 171.—Ib. Gme",yes,
V,49,BirdsAsiaJohnGoVGoul,204,portrait,Urocissa magnirostris,UROCISSA MAGNIROSTRIS.,ocr,0.925,"UROCISSA Great-billed Blue Psilorhinus magnirostris, Blyth, Journ. Asiat. Soc. B",yes,
V,50,BirdsAsiaJohnGoVGoul,208,portrait,Urocissa flavirostris,UROCISSA FLAVIROSTRIS.,ocr,0.932,"a UROCISSA Yellow-billed Blue Psilorhinus flavirostris, Blyth, Journ. Asiat. Soe",yes,
V,51,BirdsAsiaJohnGoVGoul,212,portrait,Urocissa cucullata,"UROCISSA CUCULLATA, Gould.",ocr,0.927,"UROCISSA CUCULLATA, White-capped Blue Psilorhinus flavirostris, Adams in Proc. o",yes,
V,52,BirdsAsiaJohnGoVGoul,216,portrait,Crypsirhina cucullata,"CRYPSIRINA CUCULLATA, Jera.",ocr,0.933,"CRYPSIRHINA CUCULLATA, Hooded Crypsirhina (Temia) cucullata, Jerd. in Ibis, vol.",yes,
V,53,BirdsAsiaJohnGoVGoul,220,portrait,Cissa pyrrhocyanea,CISSA PYRRHOCYANEA.,ocr,0.902,"CISSA Red and Blue Corvus pyrrhocyaneus, Licht. in Mus. Cissa puella, Blyth, Cat",yes,
V,54,BirdsAsiaJohnGoVGoul,224,portrait,Cissa venatoria,CISSA VENATORIA.,ocr,0.92,CISSA Hunting Corvus Sinensis and C. speciosus of the older authors Kitta venato,yes,
V,55,BirdsAsiaJohnGoVGoul,228,portrait,Pica leucoptera,"PICA LEUCOPTERA, Gould.",ocr,0.934,"PICA LEUCOPTERA, White-winged Pica leucoptera, Gould in Proc. of Zool. Soc., Jan",yes,
V,56,BirdsAsiaJohnGoVGoul,232,portrait,Pica Bactriana,"PICA BACTRIANA, Bonap.",ocr,0.919,"PICA BACTRIANA, Affghan Pica caudata, Blyth, Journ. Asiat. Soc. Beng., vol. xv. ",yes,
V,57,BirdsAsiaJohnGoVGoul,236,portrait,Pica Bottanensis,"PICA BOTTANENSIS, Deessert.",ocr,0.924,"PICA BOTTANENSI S, Bootan Pica bottanensis, Deless. Rey. Zool. 1840, p. 100.—Id.",yes,
V,58,BirdsAsiaJohnGoVGoul,240,portrait,Garrulus Taivanus,"CARRULUS TAIVANUS, Gould.",ocr,0.919,"GARRULUS TAIVANUS, Formosan Garrulus Tawanus, Gould in Proc. of Zool. Soc. 1862,",yes,
V,59,BirdsAsiaJohnGoVGoul,244,portrait,Nucifraga multipunctata,VUCIFRACA MUTTIPUNCTATA: Could.,ocr,0.919,"NUCIFRAGA MULTIPUNCTATA, Many-spotted Nucifraga multipunctata, Gould in Proc. of",yes,
V,60,BirdsAsiaJohnGoVGoul,248,portrait,Podoces Biddulphi,"PODOCES BIDDULPHL, Hume.",ocr,0.909,"PODOCES BIDDULPHI, Biddulph’s Podoces Biddulph, Hume, Stray Feathers, ii. pp. 50",yes,
V,61,BirdsAsiaJohnGoVGoul,252,portrait,Podoces Hendersoni,"PODOCES HENDERSONI, Hune.",ocr,0.924,"SS PODOCES HENDERSONI, Henderson’s Podoces Hendersoni, Hume, Ibis, 1871, p. 408.",yes,
V,62,BirdsAsiaJohnGoVGoul,256,portrait,Podoces Panderi,"PODOCES PANDERI, Fischer",ocr,0.923,"PODOCES PANDERI, Pander’s Podoces Panderi, Fischer, Mém. Imp. Soc. Nat. Mose., v",yes,
V,63,BirdsAsiaJohnGoVGoul,260,portrait,Podoces humilis,"PODOCES HUMILIS, Humc.",ocr,0.923,"PODOCES HUMILIS, Dingy Podoces humilis, Hume, Ibis, 1871, p. 408.—Hume & Henders",yes,
V,64,BirdsAsiaJohnGoVGoul,264,portrait,Pitta bengalensis,PITTA BENCALENSIS.,ocr,0.916,"PITTA Bengal Coturnix bengalensis, Albin, Birds, vol. i. pl. Corvus brachyurus, ",yes,
V,65,BirdsAsiaJohnGoVGoul,268,portrait,Pitta oreas,"PITTA OREAS, Swinh.",ocr,0.915,"PITTA OREAS, Formosan Pitta oreas, Swinh. in Ibis, 1864, p. 428.—Elliot, Ibis, 1",yes,
V,66,BirdsAsiaJohnGoVGoul,272,portrait,Pitta Ellioti,"PITTA ELLIOTI, Oust.",ocr,0.922,"PITTA ELLIOTI, Elliot’s Pitta elliott, Oustalet, Nouvelles Archives du Muséum, v",yes,
V,67,BirdsAsiaJohnGoVGoul,276,portrait,Pitta granatina,PITTA GRANATINA.,ocr,0.919,"PITTA GRANATINA, Bornean Pitta granatina, Temm. Pl. Col. 506.—Lesson, Traité d’O",yes,
V,68,BirdsAsiaJohnGoVGoul,280,portrait,Pitta coccinea,"PITTA COCCINEA, Eyton.",ocr,0.914,"PITTA COCCINEA, Malaccan Pitta coccinea, Kyton, Proceedings of the Zoological So",yes,
V,69,BirdsAsiaJohnGoVGoul,284,portrait,Pitta arquata,"PITTA ARQUATA, Gould.",ocr,0.895,"PITTA ARQUATA, Necklaced Pitta (Phenicocichla) arquata, Gould in Ann. & Mag. Nat",yes,
V,70,BirdsAsiaJohnGoVGoul,288,portrait,Pitta megarhyncha,"PITTA MEGARHYNCHA, Schleg.",ocr,0.909,"PITTA MEGARHYNCHA, Large-billed",yes,
V,71,BirdsAsiaJohnGoVGoul,292,landscape,Pitta Kochi,"PITTA KOCHI, Brüggem.",ocr,,"PITTA KOCHL, Kool Pitta kochi, Briggem. Abhandl. nat. Verein. Bremen, Band v. p.",yes,
V,72,BirdsAsiaJohnGoVGoul,296,portrait,Pitta Baudii,"PITTA BAUTDII, Müller & Schleg.",ocr,0.93,"PITTA BAUDII, mu. & Red-backed Pitta baudu, Muller & Schl. Verh. Natuurl. Gesch.",yes,
V,73,BirdsAsiaJohnGoVGoul,300,portrait,Pitta Gurneyi,"PITTA GURNEYI, Hume.",ocr,0.903,"PITTA GURNEYI, Gurney’s Pitta gurneyi, Hume, Stray Feathers, vol. iii. no. 4, p.",yes,
V,74,BirdsAsiaJohnGoVGoul,304,portrait,Pitta Steerii,PITTA STEEREI.,ocr,0.916,"PITTA | Steere’s Brachyurus steerti, Sharpe, Nature, August 3,",yes,
V,75,BirdsAsiaJohnGoVGoul,308,portrait,Pitta Ussheri,PITTA USSHERI.,ocr,0.911,"EOE PITTA Ussher’s Brachyurus ussheri, Sharpe, Proc. Zool. Soc. February 6,",yes,
V,76,BirdsAsiaJohnGoVGoul,312,portrait,Pitta atricapilla,"PITTA ATRICAPILLA, CUV:",ocr,0.917,"PIreLeyx ATRICAPILLA, Black-headed Pitta atricapilla, Cuv.—Miill. Verh. Nat. Ges",yes,
V,77,BirdsAsiaJohnGoVGoul,316,portrait,Pitta cyanura,PITTA CYANURA.,ocr,0.919,"PITTA Blue-tailed Turdus cyanurus, Gmel. edit. Linn. Syst. Nat., tom. i. p. 828.",yes,
V,78,BirdsAsiaJohnGoVGoul,320,portrait,Pitta Schwaneri,"PITTA SCHWANERI, Temm.",ocr,0.925,"PITTA SCHWANERI, Schwaner’s",yes,
V,79,BirdsAsiaJohnGoVGoul,324,portrait,Pitta Nipalensis,PITTA NIPALENSIS: Hodgs:,ocr,0.912,". 2 PITTA Nepaul Paludicola Nipalensis, Hodgs. Journ. Asiat. Soc. Beng., vol. vi",yes,
V,80,BirdsAsiaJohnGoVGoul,328,portrait,Pitta cyanea,PITTA CYANEA: Blyth.,ocr,0.903,"PITTA CYANEA,",yes,
V,81,BirdsAsiaJohnGoVGoul,332,landscape,Pitta caerulea,PITTA CARULEA.,ocr,,"PITTA Cerulean Myiothera cerulea, Raffles, Transactions of the Linnean Society, ",yes,
V,82,BirdsAsiaJohnGoVGoul,336,portrait,Pitta cucullata,"PITTA CUCULLATA, Hartlaub.",ocr,0.91,"PITTA CUCULLATA, Hooded Pitta cucullata, Hartl. Rev. et Mag. de Zool. 1833, p. 6",yes,
