plate,title,legend,image_url,notes
369,Rock Grous,"1. Mountain Mocking bird, Male | 2. 3. Varied Thrush, Male & Female | Plant Misletoe | Viscum Verticillatum.",https://www.audubon.org/sites/default/files/boa_plates/plate-369-mountain-mocking-bird.jpg,
370,Mountain Mocking bird and Varied Thrush,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-370-american-water-ouzel.jpg,
371,American Water Ouzel,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-371-cock-plains.jpg,
372,Cock of the Plains,Female. | Marsh Hare. Female. | Lepus Palustris. Bachman.,https://www.audubon.org/sites/default/files/boa_plates/plate-372-common-buzzard.jpg,
373,Common Buzzard,"Evening Grosbeak, Old Male 1. | Spotted Grosbeak, Male. 2. 3. Female. 4.",https://www.audubon.org/sites/default/files/boa_plates/plate-373-evening-grosbeak.jpg,
374,Evening Grosbeak and Spotted Grosbeak,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-374-sharp-shinned-hawk.jpg,
375,Sharp-shinned Hawk,"Male 1. Female 2. | Plant, Snow Berry. | Symphoricarpos Racemosus.",https://www.audubon.org/sites/default/files/boa_plates/plate-375-lesser-red-poll.jpg,
376,Lesser Red-Poll,Young.,https://www.audubon.org/sites/default/files/boa_plates/plate-376-trumpeter-swan.jpg,
377,Trumpeter Swan,,https://www.audubon.org/sites/default/files/boa_plates/plate-377-scolopaceus-courlan.jpg,
378,Scolopaceus Courlan,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-378-hawk-owl.jpg,
379,Hawk Owl,1. 2. Males. 3. Female & Nest. | Plant. Cleome heptaphylla.,https://www.audubon.org/sites/default/files/boa_plates/plate-379-ruff-necked-humming-bird.jpg,
380,Ruff-necked Humming-bird,Male 1. Female 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-380-tengmalms-owl.jpg,
381,Tengmalm's Owl,"Adult Male, 1. Young Female first Winter, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-381-snow-goose.jpg,
382,Snow Goose,Male. 1. Female. 2.,https://www.audubon.org/sites/default/files/boa_plates/plate-382-sharp-tailed-grouse.jpg,
383,Sharp-tailed Grouse,Male.,https://www.audubon.org/sites/default/files/boa_plates/plate-383-long-eared-owl.jpg,
384,Long-eared Owl,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-384-black-throated-bunting.jpg,
385,Black-Throated Bunting,"Bank Swallow, Male, 1. Female, 2. Young, 3. | Violet-Green Swallow, Male, 4. Female, 5.",https://www.audubon.org/sites/default/files/boa_plates/plate-385-bank-swallow.jpg,
386,Bank Swallow and Violet-green Swallow,Male Spring Plumage. | Horned Agama. Tapayaxin of Hernandes.,https://www.audubon.org/sites/default/files/boa_plates/plate-386-white-heron.jpg,
387,White Heron,Male Adult.,https://www.audubon.org/sites/default/files/boa_plates/plate-387-glossy-ibis.jpg,
388,Glossy Ibis,"Nuttall's Starling, 1. Adult Male. | Yellow-headed Troopial, 2. Adult Male. 3. Do. Female. 4. head of Young Male. | Bullock's Oriole, 5. Adult Male.",https://www.audubon.org/sites/default/files/boa_plates/plate-388-nuttalls-starling.jpg,
389,"Nuttall's Starling, Yellow-headed Troopial, Bullock's Oriole","Males, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-389-red-cockaded-woodpecker.jpg,
390,Red-Cockaded Woodpecker,"Lark Finch, Male, 1. | Prairie Finch, 2. Male. 3. Female. | Brown Song Sparrow, 4. Male.",https://www.audubon.org/sites/default/files/boa_plates/plate-390-lark-finch.jpg,
391,"Lark Finch, Prairie Finch, Brown Song Sparrow",1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-391-brant-goose.jpg,
392,Brant Goose,Adult Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-392-louisiana-hawk.jpg,
393,Louisiana Hawk,"Townsend's Warbler, 1. Male. | Arctic Blue-bird, 2. Male. 3. Female. | Western Blue-bird, 4. Male. 5. Female. | Plant. Carolina Allspice. Calycanthus Floridus.",https://www.audubon.org/sites/default/files/boa_plates/plate-393-townsends-warbler.jpg,
394,"Townsend's Warbler, Arctic Blue-bird, Western Blue-bird","Chestnut-coloured Finch, 1. Male, Spring. | Black-headed Siskin, 2. Old Male. | Black crown Bunting, 3. Adult Male. | Arctic Ground-Finch, 4. Male. 5. Female.",https://www.audubon.org/sites/default/files/boa_plates/plate-394-chestnut-coloured-finch.jpg,
395,"Chestnut-coloured Finch, Black-headed Siskin, Black crown Bunting, Arctic Ground Finch","Audubons Warbler, 1. Male, 2. Female. | Hermit Warbler, 3. Male, 4. Female. | Black-throated gray Warbler, 5 and 6. Males. | Plant, Strawberry Tree. | EUYONIMUS AMERICANA.",https://www.audubon.org/sites/default/files/boa_plates/plate-395-audubons-warbler.jpg,
396,"Audubon's Warbler, Hermit Warbler, Black-throated gray Warbler",1. Adult Male. 2. Young first Autumn.,https://www.audubon.org/sites/default/files/boa_plates/plate-396-burgomaster-gull.jpg,
397,Burgomaster Gull,1. Adult Male. 2. Young Second Autumn.,https://www.audubon.org/sites/default/files/boa_plates/plate-397-scarlet-ibis.jpg,
398,Scarlet Ibis,"Lazuli Finch, 1. Male Spring Plumage. | Clay Coloured Finch, 2. Male. | Oregon Snow Finch, 3. Male. 4. Female. | Plant. Liberty Bush. Azalea Nudiflora.",https://www.audubon.org/sites/default/files/boa_plates/plate-398-lazuli-finch.jpg,
399,"Lazuli Finch, Clay-coloured Finch, Oregon Snow Finch","Black-throated green Warbler, 1. Male. 2. Female. | Blackburnian W., 3. Female. | Mourning Warbler, 4. Male. 5. Female.",https://www.audubon.org/sites/default/files/boa_plates/plate-399-black-throated-green-warbler.jpg,
400,"Arkansaw Siskin, Mealy Red-poll, Louisiana Tanager, Townsend's Bunting, Buff-breasted Finch","Arkansaw Siskin, 1. Male. | Mealy Red-poll, 2. Male. | Louisiana Tanager, 3. Female. | Townsend's Finch, 4. Male. | Buff-breasted Finch, 5. Male.",https://www.audubon.org/sites/default/files/boa_plates/plate-400-arkansaw-siskin.jpg,
401,Red-breasted Merganser,"Male 1. Female 2. | Plant, Sarracenia flava.",https://www.audubon.org/sites/default/files/boa_plates/plate-401-red-breasted-merganser.jpg,
402,"Black-throated Guillemot, Nobbed-billed Auk, Curled-crested Auk, Horned-billed Guillemot","Black-throated Guillemot, 1. Adult. 2. Young. | Nobbed-billed Auk, 3. | Curled-Crested Auk, 4. | Horned-billed Guillemot, 5.",https://www.audubon.org/sites/default/files/boa_plates/plate-402-black-throated-guillemot.jpg,
403,Golden-eye Duck,"Male, Summer Plumage.",https://www.audubon.org/sites/default/files/boa_plates/plate-403-golden-eye-duck.jpg,
404,Eared Grebe,1. Adult. 2. Young first Winter.,https://www.audubon.org/sites/default/files/boa_plates/plate-404-eared-grebe.jpg,
405,Semipalmated Sandpiper,,https://www.audubon.org/sites/default/files/boa_plates/plate-405-semipalmated-sandpiper.jpg,
406,Trumpeter Swan,,https://www.audubon.org/sites/default/files/boa_plates/plate-406-trumpeter-swan.jpg,
407,Dusky Albatros,,https://www.audubon.org/sites/default/files/boa_plates/plate-407-dusky-albatros.jpg,
408,American Scoter Duck,"Male, 1. Female 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-408-american-scoter-duck.jpg,
409,Havell's Tern and Trudeau's Tern,"Havell's Tern, 1. | Trudeau's Tern, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-409-havells-tern.jpg,
410,Marsh Tern,Male. Summer Plumage.,https://www.audubon.org/sites/default/files/boa_plates/plate-410-marsh-tern.jpg,
411,Common American Swan,Nymphea flava - Leitner.,https://www.audubon.org/sites/default/files/boa_plates/plate-411-common-american-swan.jpg,
412,Violet-green Cormorant and Townsend's Cormorant,"Violet-green Cormorant, Female in Winter. | Townsend's Cormorant, Male.",https://www.audubon.org/sites/default/files/boa_plates/plate-412-violet-green-cormorant.jpg,
413,California Partridge,"Male, 1. Female, 2.",https://www.audubon.org/sites/default/files/boa_plates/plate-413-california-partridge.jpg,
414,Golden-winged Warbler and Cape May Warbler,"Golden-winged Warbler, Male, 1. Female, 2. | Cape May Warbler, Male, 3. Female, 4.",https://www.audubon.org/sites/default/files/boa_plates/plate-414-golden-winged-warbler.jpg,
415,Brown Creeper and Californian Nuthatch,"Brown Creeper, Male 1. Female. 2. | Californian Nuthatch, 3. 4.",https://www.audubon.org/sites/default/files/boa_plates/plate-415-brown-creeper.jpg,
416,"Hairy Woodpecker, Red-bellied Woodpecker, Red-shafted Woodpecker, Lewis' Woodpecker, Red-breasted Woodpecker","Hairy Woodpecker, 1. Male. 2. Female. | Red-bellied Woodpecker, 3. Male. 4. Female. | Red-shafted Woodpecker, 5. Male. 6. Female. | Lewis' Woodpecker, 7. Male. 8. Female. | Red-breasted Woodpecker, 9. Male. 10. Female.",https://www.audubon.org/sites/default/files/boa_plates/plate-416-hairy-woodpecker.jpg,
417,"Maria's Woodpecker, Three-toed Woodpecker, Phillips' Woodpecker, Canadian Woodpecker, Harris's Woodpecker, Audubon's Woodpecker",,https://www.audubon.org/sites/default/files/boa_plates/plate-417-marias-woodpecker.jpg,
418,American Ptarmigan and White-tailed Grous,"American Ptarmigan, 1. Male. Spring Plumage. | White-tailed Grous, 2. Winter Plumage.",https://www.audubon.org/sites/default/files/boa_plates/plate-418-american-ptarmigan.jpg,
419,"Little Tawny Thrush, Ptiliogony's Townsendi, Canada Jay","Little Tawny Thrush, 1. Male. | Ptiliogony's Townsendi, 2. Female. | Canada Jay, 3. Young Male.",https://www.audubon.org/sites/default/files/boa_plates/plate-419-little-tawny-thrush.jpg,
420,Prairie Starling,,https://www.audubon.org/sites/default/files/boa_plates/plate-420-prairie-starling.jpg,
421,Brown Pelican,,https://www.audubon.org/sites/default/files/boa_plates/plate-421-brown-pelican.jpg,
422,Rough-legged Falcon,,https://www.audubon.org/sites/default/files/boa_plates/plate-422-rough-legged-falcon.jpg,
423,Plumed Partridge and Thick-legged Partridge,"Plumed-Partridge, 2. Male. 3. Female. | Thick-legged Partridge, 1. Supposed Young Male.",https://www.audubon.org/sites/default/files/boa_plates/plate-423-plumed-partridge.jpg,
424,"Lazuli Finch, Crimson-necked Bull-Finch, Gray-crowned Linnet, Cow-pen Bird, Evening Grosbeak, Brown Longspur","Lazuli Finch, 1. Female. | Crimson-necked Bull-finch, 2. Male. | Grey-crowned Linnet, 3. Male. | Cow-pen Bird, 4. Young Male. | Evening Grosbeak, 5. Female, 6. Young Male. | Brown Longspur, 7. Female.",https://www.audubon.org/sites/default/files/boa_plates/plate-424-lazuli-finch.jpg,
425,Columbian Humming Bird,"1. 2. 3. 4. Male. 5. Female and Nest. | Plant, Hibiscus Virginicus.",https://www.audubon.org/sites/default/files/boa_plates/plate-425-columbian-humming-bird.jpg,
426,Californian Vulture,Old Male.,https://www.audubon.org/sites/default/files/boa_plates/plate-426-californian-vulture.jpg,
427,"White-legged Oyster-catcher, or Slender-billed Oyster-catcher","White-legged Oyster-catcher, 1. Male. | Slender-billed Oyster-catcher, 2. Female.",https://www.audubon.org/sites/default/files/boa_plates/plate-427-white-legged-oyster-catcher.jpg,
428,Townsend's Sandpiper,Females.,https://www.audubon.org/sites/default/files/boa_plates/plate-428-townsends-sandpiper.jpg,
429,Western Duck,,https://www.audubon.org/sites/default/files/boa_plates/plate-429-western-duck.jpg,
430,Slender-billed Guillemot,1. Male. 2. Female.,https://www.audubon.org/sites/default/files/boa_plates/plate-430-slender-billed-guillemot.jpg,
431,American Flamingo,Old Male. | 1. Profile view of Bill at its greatest extension. | 2. Superior front view of upper Mandible. | 3. Interior front view of upper Mandible. | 4. Inferior front view of lower Mandible. | 5. Interior front view of lower Mandible with the Tongue in. | 6. Profile view of Tongue. | 7. Superior front view of Tongue. | 8. Inferior front view of Tongue. | 9. Perpendicular front view of the foot fully expanded.,https://www.audubon.org/sites/default/files/boa_plates/plate-431-american-flamingo.jpg,
432,"Burrowing Owl, Large-headed Burrowing Owl, Little night Owl, Columbian Owl, Short-eared Owl","Burrowing Owl, 1. Male. | Large-headed Burrowing Owl, 2. Male. | Little night Owl, 3. Female. | Columbian Owl, 4. 5. Males. | Short-eared Owl, 6. Male.",https://www.audubon.org/sites/default/files/boa_plates/plate-432-burrowing-owl.jpg,
433,"Bullock's Oriole, Baltimore Oriole, Mexican Goldfinch, Varied Thrush, Common Water Thrush","Bullock's Oriole, 1. Young Male. 2. Old Female. | Baltimore Oriole, 3. Old Female. | Mexican Goldfinch, 4. Male. 5. Female. | Varied Thrush, 6. Female. | Common Water Thrush, 7. Male.",https://www.audubon.org/sites/default/files/boa_plates/plate-433-bullocks-oriole.jpg,
434,"Little Tyrant Flycatcher, Small-headed Flycatcher, Blue Mountain Warbler, Bartram's Vireo, Short-legged Pewee, Rocky Mountain Fly-catcher","Small-headed Fly-catcher, Male, 2. | Blue Mountain Warbler, 3. Male. | Bartram's Vireo, 4. Male. | Short-legged Pewee, 5. Male. | Rocky Mountain Flycatcher, 6. Male.",https://www.audubon.org/sites/default/files/boa_plates/plate-434-little-tyrant-flycatcher.jpg,
435,"Columbian Water Ouzel, or Arctic Water Ouzel",,https://www.audubon.org/sites/default/files/boa_plates/plate-435-columbian-water-ouzel.jpg,
